personen_id;schreibweisen;quelle;anzahl_nennungen;erste_nennung;letzte_nennung;nennungsspanne_jahre;nennung_in_urkunden;nennung_in_buergerbuch;nennung_in_verlassenschaften;soziale_gruppe;beruf;unsicherheit_anmerkung
abel_krammer;Abel Krammer;Urkunden;1;1349;1349;0;StaAKr-0026;;;buerger;;
abraham_behaimb;Abraham Behamb;Bürgerbuch;1;1607;1607;0;;BB-2454;;buerger;;
abraham_berwalter;Abrahamb Berwalter;Bürgerbuch;1;1600;1600;0;;BB-2358;;buerger;;
abraham_eckl;Abraham Eickhl;Bürgerbuch;1;1605;1605;0;;BB-2417;;buerger;;
abraham_ernnsten;Abraham Ernnsten;Bürgerbuch;1;1581;1581;0;;BB-1850;;buerger;;
abraham_fraenzl;Abrahamb Fränzl;Bürgerbuch;1;1609;1609;0;;BB-2468;;buerger;;
abraham_frannck;Abraham Franckh;Bürgerbuch;1;1584;1584;0;;BB-2025;;buerger;;
abraham_holdnberger;Abrahamb Haldnberger|Abrahamb Holdnberger;Bürgerbuch;2;1578;1578;0;;BB-1721|BB-1738;;buerger;Nadler;
abraham_jaen;Abrahamb Jän;Bürgerbuch;2;1579;1579;0;;BB-1772|BB-1809;;buerger;Goldschmied;
abraham_kopeinl;Abraham Khopeinl;Bürgerbuch;1;1596;1596;0;;BB-2283;;buerger;Händler;
abraham_kostlach;Abraham Kostlach;Bürgerbuch;1;1569;1569;0;;BB-1336;;buerger;Hauer;
abraham_leuetl;Abrahamb Leütl;Bürgerbuch;1;1611;1611;0;;BB-2489;;buerger;;
abraham_peer;Abraham Peer;Bürgerbuch;1;1610;1610;0;;BB-2475;;buerger;;
abraham_pfaeffinger;Abrahamb Pfaffinger;Bürgerbuch;1;1601;1601;0;;BB-2375;;buerger;Bader;
abraham_puechamer;Abraham Puechamer;Bürgerbuch;1;1569;1569;0;;BB-1353;;buerger;;
abraham_puechhaurer;Abrahamb Puechhaurer;Bürgerbuch;1;1578;1578;0;;BB-1765;;buerger;;
abraham_schmidt;Abrahamb Schmidt;Bürgerbuch;1;1623;1623;0;;BB-2738;;buerger;;
abraham_seidner;Abrahamb Seidtner;Bürgerbuch;1;1587;1587;0;;BB-2080;;buerger;;
abraham_winckler;Abrahamb Winnckhler;Bürgerbuch;1;1579;1579;0;;BB-1817;;buerger;Goldschmied;
abrahamen_ernnsten;Abrahamen Ernnsten;Bürgerbuch;1;1577;1577;0;;BB-1644;;buerger;Schneider;
abt_albrecht;Abt Albrecht;Urkunden;1;1394;1394;0;StaAKr-0078;;;klerus;;
abt_benedikt;Abt Bendedikt|Abt Benedikt;Urkunden;2;1476;1476;0;StaAKr-0435|StaAKr-0436;;;klerus;;
abt_christian;Abt Christian;Urkunden;1;1416;1416;0;StaAKr-0185;;;klerus;;
abt_florian;Abt Florian;Urkunden;1;1407;1407;0;StaAKr-0138;;;klerus;;
abt_friedrich;Abt Friedrich;Urkunden;1;1422;1422;0;StaKr-0207;;;klerus;;
abt_hans;Abt Hans;Urkunden;1;1411;1411;0;StaAKr-0160;;;klerus;;
abt_jakob;Abt Jakob;Urkunden;1;1436;1436;0;StaAKr-0264;;;klerus;;
abt_johann;Abt Johann;Urkunden;1;1441;1441;0;StaAKr-0273;;;klerus;;
abt_johannes;Abt Johannes;Urkunden;1;1454;1454;0;StaAKr-0323;;;klerus;;
abt_leonhart;Abt Leonhart;Urkunden;2;1433;1433;0;StaAKr-0242|StaAKr-0243;;;klerus;;
abt_lukas;Abt Lukas;Urkunden;1;1435;1435;0;StaAKr-0261;;;klerus;;
abt_mathias;Abt Mathias;Urkunden;1;1525;1525;0;StaAKr-0657;;;klerus;;
abt_matthias;Abt Matthias;Urkunden;1;1277;1277;0;StAK-UrkKr-0003;;;klerus;;
abt_peter;Abt Peter;Urkunden;2;1404;1437;33;StaAKr-0128|StaAKr-0268;;;klerus;;
abt_sebastian;Abt Sebastian;Urkunden;1;1481;1481;0;StaAKr-0458;;;klerus;;
abt_steffan;Abt Steffan;Urkunden;2;1423;1437;14;StaKr-0211|StaAKr-0267;;;klerus;;
abt_thomas;Abt Thomas;Urkunden;1;1493;1493;0;StaAKr-0543;;;klerus;;
abt_toman;Abt Toman;Urkunden;1;1443;1443;0;StaAKr-0276;;;klerus;;
abt_ulrich;Abt Ulrich;Urkunden;1;1406;1406;0;StaAKr-0137;;;klerus;;
abt_wolfgang;Abt Wolfgang;Urkunden;2;1531;1557;26;StaAKr-0717|StaAKr-0820;;;klerus;;
achaz_teyss;Achatz Teyss;Bürgerbuch;1;1550;1550;0;;BB-0372;;buerger;;
achazi_rauch;Achazi Rauch;Bürgerbuch;1;1568;1568;0;;BB-1276;;buerger;Lederer;
achazi_rauscher;Achazi Rauscher;Bürgerbuch;1;1581;1581;0;;BB-1848;;buerger;Fleischhacker;
adam;Adamen Huetters sonn;Bürgerbuch;1;1564;1564;0;;BB-1021;;buerger;Lederer;
adam_eissler;Adam Eiszler;Bürgerbuch;1;1573;1573;0;;BB-1428;;buerger;;
adam_galliannder;Adam Galliannder|Adam Gallianner;Bürgerbuch;2;1577;1577;0;;BB-1644|BB-1668;;buerger;Schneider;
adam_haendl;Adam Händl;Bürgerbuch;1;1557;1557;0;;BB-0741;;buerger;;
adam_handl;Adam Handl;Bürgerbuch;2;1556;1566;10;;BB-0683|BB-1093;;buerger;Gürtler;
adam_hefman;Adam Hefman;Bürgerbuch;1;1616;1616;0;;BB-2623;;buerger;;
adam_hoffman;Adam Hoffmann;Bürgerbuch;1;1610;1610;0;;BB-2477;;buerger;;
adam_klett;Adam Khlett;Bürgerbuch;1;1595;1595;0;;BB-2242;;buerger;Schneider;
adam_maeckrl;Adam Mäckrl;Bürgerbuch;1;1623;1623;0;;BB-2743;;buerger;;
adam_perger;Adam Perger;Bürgerbuch;1;1568;1568;0;;BB-1262;;buerger;Fischer;
adam_scharer;Adam Scharer;Bürgerbuch;1;1610;1610;0;;BB-2476;;buerger;;
adam_schiller;Adam Schiller;Bürgerbuch;1;1622;1622;0;;BB-2707;;buerger;Maler;
adam_schmaelzer;Adam Schmälzer;Bürgerbuch;1;1589;1589;0;;BB-2184;;buerger;Tuchscherer;
adam_schorreu;Adam Schorreu;Bürgerbuch;1;1616;1616;0;;BB-2623;;buerger;;
adam_schweigeisen;Adam Schweigeisen;Bürgerbuch;1;1621;1621;0;;BB-2657;;buerger;;
adam_seiffert;Adam Seiffart|Adam Seiffert;Bürgerbuch;2;1561;1561;0;;BB-0899|BB-0927;;buerger;Tischler;
adam_sumer;Adam Sumer;Bürgerbuch;2;1549;1549;0;;BB-0290|BB-0300;;buerger;Schreiber;
adam_taun;Adam Taun;Bürgerbuch;1;1588;1588;0;;BB-2096;;buerger;;
adam_tenck;Adam Tenckh|Adam Tennckh;Bürgerbuch;3;1577;1581;4;;BB-1653|BB-1677|BB-1898;;buerger;Gürtler;
adam_thamb;Adam Thamb;Bürgerbuch;1;1588;1588;0;;BB-2127;;buerger;;
administratar_ernesto;Administratar Ernesto;Urkunden;1;1518;1518;0;StaAKr-0603;;;buerger;;
adrian_panndtvogl;Adrian Panndtvogl;Bürgerbuch;1;1563;1563;0;;BB-0969;;buerger;Steinmetz;
aegidius_artonan;Gilg Artonan;Bürgerbuch;1;1567;1567;0;;BB-1169;;buerger;Hauer;
aegidius_eder;Gilg Eder;Bürgerbuch;2;1556;1556;0;;BB-0662|BB-0678;;buerger;Branntweinhändler;
aegidius_fischer;Ägidius Fischer;Bürgerbuch;1;1559;1559;0;;BB-0799;;buerger;;
aegidius_kern;Gilg Kern|Gilg Khern;Bürgerbuch;2;1549;1550;1;;BB-0334|BB-0337;;buerger;;
aegidius_leitgeb;Gilg Leitgeb;Bürgerbuch;1;1568;1568;0;;BB-1279;;buerger;;
aegidius_pauman;Gilg Pauman;Bürgerbuch;1;1545;1545;0;;BB-0167;;buerger;;
aegidius_plass;Ägidius Plass;Bürgerbuch;1;1563;1563;0;;BB-0983;;buerger;Schneider;
aegidius_pless;Ägidius Pless;Bürgerbuch;1;1559;1559;0;;BB-0789;;buerger;Fragner;
aegidius_reifner;Gilg Reifner;Bürgerbuch;1;1537;1537;0;;BB-0028;;buerger;;
aegidius_reisner;Gilg Reisner;Bürgerbuch;1;1543;1543;0;;BB-0115;;buerger;;
aegidius_schwantner;Gilg Schwantner;Bürgerbuch;1;1573;1573;0;;BB-1404;;buerger;Bäcker;
aegidius_sprenngennagl;Egidi Sprenngennagl;Bürgerbuch;1;1559;1559;0;;BB-0818;;buerger;Schmied;
aegidius_stainreutere;Egidi Stainreutere;Bürgerbuch;1;1587;1587;0;;BB-2070;;buerger;Lebzelter;
aegidius_sumer;Gilg Sumer;Bürgerbuch;1;1569;1569;0;;BB-1335;;buerger;Hauer;
aegidius_vistler;Ägidius Vistler;Bürgerbuch;1;1553;1553;0;;BB-0503;;buerger;;
aegidius_volger;Gilg Volger;Bürgerbuch;1;1544;1544;0;;BB-0128;;buerger;Fischer;
aegidius_walch;Gilg Walch;Bürgerbuch;1;1584;1584;0;;BB-2023;;buerger;Hauer;
aegidius_weinperger;Gilg Weinperger;Bürgerbuch;1;1558;1558;0;;BB-0753;;buerger;Bäcker;
afra_killer;Afra Killer;Urkunden;1;1515;1515;0;StaAKr-0584a;;;buerger;;
afra_schrank;Afra Schrank;Urkunden;1;1539;1539;0;StaAKr-0776;;;buerger;;
afra_westerwurger;Afra Westerwurger;Urkunden;1;1398;1398;0;StaAKr-0092;;;buerger;;
agatha_zu_gansbach;Agatha zu Gansbach;Urkunden;1;1483;1483;0;StaAKr-0470;;;buerger;;
agnes_chrainer;Agnes Chrainer;Urkunden;1;1400;1400;0;StaAKr-0108;;;buerger;;
agnes_die_zebingerin;Agnes die Zebingerin;Urkunden;1;1413;1413;0;StaAKr-0166;;;buerger;;
agnes_freynstain;Agnes Freynstain;Urkunden;1;1414;1414;0;StaAKr-0169;;;buerger;;
agnes_leitgeb;Agnes Leitgeb;Urkunden;1;1410;1410;0;StaAKr-0159;;;buerger;;
agnes_sefelder;Agnes Sefelder;Urkunden;1;1382;1382;0;StaAKr-0054;;;buerger;;
agnes_weitinger;Agnes Weintinger|Agnes Weitinger;Urkunden;2;1456;1457;1;StaAKr-0340|StaAKr-0351;;;buerger;;
albert_andree_mueezl;Albert Andree Mueezl;Bürgerbuch;1;1596;1596;0;;BB-2300;;buerger;Gastgeb;
albertus_wilenberger;Albertus Wilenberger;Bürgerbuch;1;1577;1577;0;;BB-1709;;buerger;Klampferer;
albrecht_der_beherzte_sachsen;Albrecht von Sachsen;Urkunden;3;1487;1488;1;StaAKr-0510|StaAKr-0511|StaAKr-0512;;;buerger;;
albrecht_i;Albrecht I.;Urkunden;1;1296;1296;0;StAK-UrkKr-0004a;;;dynastie;;
albrecht_ii;Albrecht II.;Urkunden;5;1339;1400;61;StaAKr-0029|StaAKr-0104|StAK-UrkKr-0015|StAK-UrkSt-0003|StAKr-UrkKr-0025;;;dynastie;;
albrecht_iii;Albrecht III.;Urkunden;18;1359;1522;163;StaAKr-0052|StaAKr-0053|StaAKr-0058|StaAKr-0104|StaAKr-0629|StaAKr-0074a-g|StAK-UrkKr-0032|StAK-UrkKr-0043|StAK-UrkKr-0051|StAK-UrkKr-0055|StAK-UrkKr-0068|StAK-UrkKr-0076|StAK-UrkKr-0085|StAK-UrkKr-0086|StAK-UrkKr-0162|StAK-UrkKr-0164|StAK-UrkSt-0004|StAK-UrkSt-0005a;;;dynastie;;
albrecht_iv;Albrecht IV.;Urkunden;10;1396;1412;16;StaAKr-0124|StaAKr-0125|StaAKr-0127|StAK-UrkKr-0084|StAK-UrkKr-0085|StAK-UrkKr-0086|StAK-UrkKr-0123|StAK-UrkKr-0140|StAK-UrkKr-0162|StAK-Stein- 2008;;;dynastie;;
albrecht_leitgeb;Albrecht Leitgeb;Urkunden;1;1410;1410;0;StaAKr-0159;;;buerger;;
albrecht_masst;Albrecht Masst;Bürgerbuch;1;1552;1552;0;;BB-0477;;buerger;Feilenhauer;
albrecht_mosst;Albrecht Mosst;Bürgerbuch;1;1551;1551;0;;BB-0419;;buerger;Feilenhauer;
albrecht_pyber;Albrecht|Albrecht Pyber;Urkunden;8;1399;1404;5;StaAKr-0098|StaAKr-0105|StaAKr-0107|StaAKr-0109|StaAKr-0112|StaAKr-0114|StaAKr-0118|StaAKr-0130;;;buerger;;
albrecht_ringberger;Albrecht Ringberger;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
albrecht_schneider;Albrecht Schneider;Bürgerbuch;1;1573;1573;0;;BB-1431;;buerger;Flaschner;
albrecht_straus_zum_walde;Albrecht Straus zum Walde;Urkunden;1;1434;1434;0;StaAKr-0255;;;buerger;;
albrecht_v;Albrecht V.;Urkunden;44;1407;1436;29;StaAKr-0138|StaAKr-0145|StaAKr-0146|StaAKr-0163|StaAKr-0230|StaAKr-0236|StaAKr-0238|StaAKr-0239|StaAKr-0244|StaAKr-0245|StaAKr-0247|StaAKr-0248|StaAKr-0249|StaAKr-0250|StaAKr-0251|StaAKr-0252|StaAKr-0253|StaAKr-0256|StaAKr-0262|StAK-Stein-2007|StAK-Stein-2009|StAK-Stein-2011|StAK-UrkKr-0139|StAK-UrkKr-0143|StAK-UrkKr-0148|StAK-UrkKr-0162|StAK-UrkKr-0164|StAK-UrkKr-0172|StAK-UrkKr-0175|StAK-UrkKr-0181|StAK-UrkKr-0182|StAK-UrkKr-0186|StAK-UrkKr-0187|StAK-UrkKr-0215|StAK-UrkKr-0220|StAK-UrkKr-0221|StAK-UrkKr-0224|StAK-UrkKr-0226|StAK-UrkKr-0228|StAK-UrkKr-0232|StAK-UrkKr-0233|StaK-UrkKr-0157|StAK -Stein-2010|StAK-Stein- 2008;;;dynastie;;
albrecht_vi;Albrecht VI.;Urkunden;4;1436;1463;27;StaAKr-0381|StaAKr-0394|StaAKr-0355a|StAK-UrkKr-0266;;;dynastie;;
albrecht_von_brandenburg;Albrecht von Brandenburg;Urkunden;1;1455;1455;0;StaAKr-0336;;;buerger;;
alckhouer;Alckhouer;Bürgerbuch;1;1553;1553;0;;BB-0553;;buerger;;
alexander_fallmprun;Allexander Fallmprun;Bürgerbuch;1;1549;1549;0;;BB-0270;;buerger;;
alexander_hiltmair;Alexannder Hiltmair;Bürgerbuch;1;1550;1550;0;;BB-0358;;buerger;Barbier;
alexander_hofer;Alexander Hofer;Bürgerbuch;1;1592;1592;0;;BB-2210;;buerger;Lederer;
alexander_steyrer;Alexander Seyrer;Bürgerbuch;1;1587;1587;0;;BB-2076;;buerger;;
alexander_truckenmuellner;Alexander Truckhenmüllner;Bürgerbuch;1;1606;1606;0;;BB-2428;;buerger;;
alexander_vi;Alexander VI.;Urkunden;3;1486;1498;12;StaAKr-0499|StaAKr-0551|StaAKr-0557;;;buerger;;
alexinsz_schmidthueber;Alexins Schmidthueber|Alexinsz Schmidthueber;Bürgerbuch;2;1576;1576;0;;BB-1597|BB-1625;;buerger;Zimmermann;
alexius_froelich;Alexius Frölich;Bürgerbuch;1;1542;1542;0;;BB-0090;;buerger;;
alram_1300;Alram;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
ambrosi_renstiffter;Ambrosi Renstiffter;Bürgerbuch;1;1611;1611;0;;BB-2503;;buerger;Fuhrmann;
ambrosi_stainvogl;Ambrosi Stainvogl;Bürgerbuch;2;1584;1584;0;;BB-2000|BB-2033;;buerger;;
ambrosi_winkhler;Ambrosi Winkhler;Bürgerbuch;1;1569;1569;0;;BB-1322;;buerger;Hauer;
ambrosies_disenhuet;Ambrosies Disenhuet;Bürgerbuch;1;1619;1619;0;;BB-2645;;buerger;;
ambrosim_risen;Ambrosim Risen;Bürgerbuch;1;1574;1574;0;;BB-1487;;buerger;Schneider;
ambrosin_riss;Ambrosin Riss;Bürgerbuch;1;1571;1571;0;;BB-1356;;buerger;;
ambrosius_channer;Ambrosy Channer;Bürgerbuch;1;1546;1546;0;;BB-0185;;buerger;;
ambrosius_druml;Ambrosy Druml;Bürgerbuch;2;1542;1545;3;;BB-0089|BB-0157;;buerger;Riemer;
ambrosius_helbm;Ambrosy Helbm;Bürgerbuch;1;1567;1567;0;;BB-1186;;buerger;;
ambrosius_kolhart;Ambrosy Kholhart;Bürgerbuch;1;1577;1577;0;;BB-1715;;buerger;Schneider;
ambrosius_lifftl;Ambrosy Lifftl;Bürgerbuch;1;1548;1548;0;;BB-0261;;buerger;Beutler;
ambrosius_man;Ambrosy Man;Bürgerbuch;1;1613;1613;0;;BB-2552;;buerger;Hauer;
ambrosius_munzenrieder;Ambrosy Munzenrieder;Bürgerbuch;1;1548;1548;0;;BB-0265;;buerger;Sattler;
ambrosius_pecherl;Ambrosy Pecherl;Bürgerbuch;2;1566;1567;1;;BB-1098|BB-1201;;buerger;Kotzenmacher;
ambrosius_riss;Ambrosius Riss;Bürgerbuch;1;1568;1568;0;;BB-1236;;buerger;Schneider;
ambrosius_schiestl;Ambrosy Schiestl;Bürgerbuch;1;1560;1560;0;;BB-0860;;buerger;Sattler;
ambrosius_schneider;Ambrosy Schneider;Bürgerbuch;1;1538;1538;0;;BB-0045;;buerger;;
ambrosius_winckler;Ambrosy Winnckhler;Bürgerbuch;4;1556;1560;4;;BB-0661|BB-0677|BB-0830|BB-0840;;buerger;Drechsler;
ambrosius_zwetler;Ambrosy Zwetler;Bürgerbuch;2;1549;1568;19;;BB-0268|BB-1220;;buerger;Hauer;
andre_raidu;Andre Raidu;Urkunden;1;1526;1526;0;StaAKr-0673b;;;buerger;;
andre_schilcher;Andre Schilcher;Urkunden;1;1470;1470;0;StAK- Stein-2017;;;buerger;;
andre_viechtenstamer;Andre Viechtenstamer;Urkunden;1;1470;1470;0;StaAKr-0419;;;buerger;;
andreas_alt;Andre Alt;Bürgerbuch;1;1622;1622;0;;BB-2720;;buerger;Pulvermacher;
andreas_andem;Andreas Andem;Bürgerbuch;1;1576;1576;0;;BB-1593;;buerger;Zimmermann;
andreas_andre;Andreas Andre;Bürgerbuch;1;1589;1589;0;;BB-2138;;buerger;;
andreas_andress;Andre Andres|Andre Andresz;Bürgerbuch;2;1567;1567;0;;BB-1152|BB-1196;;buerger;Schneider;
andreas_braendt;Andreen Brändt;Bürgerbuch;1;1614;1614;0;;BB-2583;;buerger;Maurer;
andreas_brunner;Anndre Prunner;Bürgerbuch;1;1569;1569;0;;BB-1304;;buerger;;
andreas_diendorffer;Anndre Diendorffer;Bürgerbuch;1;1568;1568;0;;BB-1253;;buerger;;
andreas_edmair;Andreas Edmair;Bürgerbuch;1;1600;1600;0;;BB-2350;;buerger;;
andreas_faisster;Andre Faisster;Bürgerbuch;1;1601;1601;0;;BB-2365;;buerger;Leineweber;
andreas_graf;Andree Graff;Bürgerbuch;1;1611;1611;0;;BB-2502;;buerger;Schuster;
andreas_gundersheuer;Anndre Gundersheuer;Bürgerbuch;1;1548;1548;0;;BB-0245;;buerger;;
andreas_gunderstorffer;Anndre Gunderstorffer;Bürgerbuch;1;1546;1546;0;;BB-0176;;buerger;;
andreas_haas;Andre Haas;Bürgerbuch;1;1613;1613;0;;BB-2557;;buerger;;
andreas_haertl;Andre Härtl;Bürgerbuch;1;1589;1589;0;;BB-2183;;buerger;Bader;
andreas_hainecker;Andre Haineckher;Bürgerbuch;1;1573;1573;0;;BB-1452;;buerger;Beutler;
andreas_hasslinger;Andree Haßlinger;Bürgerbuch;1;1595;1595;0;;BB-2257;;buerger;Schmied;
andreas_haubt;Andreas Haubt;Bürgerbuch;2;1574;1574;0;;BB-1505|BB-1516;;buerger;Kammmacher;
andreas_hecker;Andreas Hecker;Bürgerbuch;1;1574;1574;0;;BB-1495;;buerger;Schlosser;
andreas_heuperger;Andre Heuperger|Andre Heyperger;Bürgerbuch;2;1588;1588;0;;BB-2087|BB-2103;;buerger;Gürtler;
andreas_hindermuellner;Anndre Hindermüllner;Bürgerbuch;1;1546;1546;0;;BB-0195;;buerger;;
andreas_hindermuelner;Anndre Hindermülner;Bürgerbuch;1;1551;1551;0;;BB-0403;;buerger;;
andreas_hoelzl;Andre Hölzl;Bürgerbuch;1;1618;1618;0;;BB-2640;;buerger;;
andreas_hofer;Anndre Hofer;Bürgerbuch;2;1554;1575;21;;BB-0580|BB-1554;;buerger;Schlosser;
andreas_hueber;Andre Hueber;Bürgerbuch;1;1624;1624;0;;BB-2771;;buerger;;
andreas_hugkher;Anndree Hegkher;Bürgerbuch;1;1561;1561;0;;BB-0913;;buerger;Schmied;
andreas_jaen;Andree Jän;Bürgerbuch;1;1614;1614;0;;BB-2593;;buerger;Wagner;
andreas_khagerer;Andreas Khagerer;Bürgerbuch;1;1589;1589;0;;BB-2139;;buerger;Schneider;
andreas_klem;Andre Klem;Bürgerbuch;1;1573;1573;0;;BB-1468;;buerger;Hauerschmied;
andreas_koenig;Andree König;Bürgerbuch;1;1578;1578;0;;BB-1762;;buerger;Hauer;
andreas_kollenpekchen;Andreas Kollenpekchen;Urkunden;1;1486;1486;0;StaAKr-0500;;;buerger;;
andreas_koller;Anndre Kholler;Bürgerbuch;1;1554;1554;0;;BB-0590;;buerger;Schiffmann;
andreas_konauer;Andre Khonauer;Bürgerbuch;1;1625;1625;0;;BB-2789;;buerger;;
andreas_kunig;Anndre Khunig;Bürgerbuch;1;1558;1558;0;;BB-0773;;buerger;Lederer;
andreas_langns;Andreen Langns;Bürgerbuch;1;1566;1566;0;;BB-1082;;buerger;Goldschmied;
andreas_lengl;Andreas Lengl;Bürgerbuch;1;1602;1602;0;;BB-2399;;buerger;;
andreas_maesco;Andre Mäsco;Bürgerbuch;1;1584;1584;0;;BB-2004;;buerger;;
andreas_mairhoner;Anndre Mairhoner;Bürgerbuch;1;1551;1551;0;;BB-0433;;buerger;;
andreas_maschkho;Anndre Maschkho|Anndreas Maschco;Bürgerbuch;2;1577;1577;0;;BB-1655|BB-1678;;buerger;;
andreas_mayr;Andre Mayr;Bürgerbuch;1;1624;1624;0;;BB-2765;;buerger;;
andreas_morz;Andere Morz;Bürgerbuch;1;1592;1592;0;;BB-2197;;buerger;;
andreas_muehldorfer;Andreas Mühldorfer;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
andreas_muellner;Andre Müllner|Anndre Mullner|Anndre Müllner;Bürgerbuch;3;1542;1576;34;;BB-0086|BB-1594|BB-1619;;buerger;Goldschmied;
andreas_niblick;Anndree Nebelickh|Anndree Niblickh;Bürgerbuch;2;1562;1562;0;;BB-0953|BB-0960;;buerger;Riemer;
andreas_panner;Andreaß Panner;Bürgerbuch;1;1622;1622;0;;BB-2672;;buerger;;
andreas_paur;Andreas Paur;Urkunden;1;1547;1547;0;StaAKr-0797;;;buerger;;
andreas_pechem;Andreas Pechem;Urkunden;1;1436;1436;0;StaAKr-0263;;;buerger;;
andreas_perger;Andre Parger;Bürgerbuch;1;1567;1567;0;;BB-1178;;buerger;;
andreas_pez;Anndre Pez;Bürgerbuch;1;1555;1555;0;;BB-0622;;buerger;Bäcker;
andreas_pranpekch;Andreas Pranpekch;Urkunden;1;1415;1415;0;StaAKr-0177;;;buerger;;
andreas_ranzer;Andre Ranzer;Bürgerbuch;1;1567;1567;0;;BB-1158;;buerger;Binder;
andreas_rechperger;Andere Rechperger;Bürgerbuch;1;1592;1592;0;;BB-2222;;buerger;;
andreas_reispach;Andreas Reispach;Bürgerbuch;1;1566;1566;0;;BB-1090;;buerger;Beutler;
andreas_rieder;Anndree Rieder|Anndreen Rieders;Bürgerbuch;2;1561;1562;1;;BB-0894|BB-0963;;buerger;Barbier;
andreas_roemer;Andreas Römer;Urkunden;3;1529;1539;10;StaAKr-0704|StaAKr-0758|StaAKr-0773;;;buerger;;
andreas_ruebpaur;Anndre Ruebpaur;Bürgerbuch;1;1549;1549;0;;BB-0295;;buerger;;
andreas_schmal;Anndre Schmal;Bürgerbuch;1;1536;1536;0;;BB-0018;;buerger;Kramer;
andreas_schopf;Andre Schopf;Bürgerbuch;1;1596;1596;0;;BB-2290;;buerger;Gastgeb;
andreas_schrekh;Anndre Schrekh;Bürgerbuch;1;1582;1582;0;;BB-1947;;buerger;Fuhrmann;
andreas_schwaenzl;Andree Schwänzl;Bürgerbuch;1;1596;1596;0;;BB-2310;;buerger;Hauer;
andreas_seissencker;Andreas Seissencker;Bürgerbuch;1;1579;1579;0;;BB-1782;;buerger;;
andreas_seissenecker;Anndre Seisseneckher;Bürgerbuch;1;1577;1577;0;;BB-1701;;buerger;Messerschmied;
andreas_stachl;Andre Stachl;Bürgerbuch;1;1565;1565;0;;BB-1060;;buerger;Büchsenschäfter;
andreas_staininger;Andre Stainnger;Bürgerbuch;1;1567;1567;0;;BB-1213;;buerger;Fuhrmann;
andreas_stern;Anndre Stern;Bürgerbuch;1;1568;1568;0;;BB-1259;;buerger;;
andreas_stocker;Anndre Stackher;Bürgerbuch;1;1554;1554;0;;BB-0559;;buerger;Schneider;
andreas_sulzer;Andre Sulzer;Bürgerbuch;1;1573;1573;0;;BB-1432;;buerger;Seifensieder;
andreas_taschner;Anndre Taschner;Bürgerbuch;1;1577;1577;0;;BB-1713;;buerger;Schiffmann;
andreas_teurkhauff;Andre Theurkhauff;Bürgerbuch;1;1601;1601;0;;BB-2372;;buerger;Bäcker;
andreas_vilt;Andreas Vilt;Bürgerbuch;1;1613;1613;0;;BB-2556;;buerger;Büchsenmacher;
andreas_ving;Anndre Ving;Bürgerbuch;1;1573;1573;0;;BB-1399;;buerger;Bader;
andreas_wagner;Andre Wagner;Bürgerbuch;1;1618;1618;0;;BB-2641;;buerger;Bäcker;
andreas_wasley;Andre Wasley;Bürgerbuch;1;1592;1592;0;;BB-2208;;buerger;;
andreas_weidinger;Andre Weidinger;Bürgerbuch;1;1625;1625;0;;BB-2788;;buerger;;
andreas_weishaubt;Anndreas Weishaubt;Bürgerbuch;1;1548;1548;0;;BB-0241;;buerger;Gürtler;
andreas_weishaup;Anndre Weishaup;Bürgerbuch;1;1549;1549;0;;BB-0329;;buerger;Gürtler;
andreas_wennger;Anndre Wennger;Bürgerbuch;1;1554;1554;0;;BB-0592;;buerger;Schiffmann;
andreas_wipl;Andre Wipl;Bürgerbuch;1;1622;1622;0;;BB-2699;;buerger;;
andreas_zinerauer;Andreas Zinerauer;Bürgerbuch;1;1600;1600;0;;BB-2355;;buerger;;
andreasen_andre;Andreasen Andre;Bürgerbuch;1;1576;1576;0;;BB-1596;;buerger;Schneider;
andree_gaertner;Andree Gärtner;Urkunden;1;1814;1814;0;StaAKr-0870;;;buerger;;
andree_huml;Andree Huml;Urkunden;1;1445;1445;0;StaAKr-0280a;;;buerger;;
andree_wildtperger;Andreas Wildtperger|Andree Wildtperger;Urkunden;3;1669;1687;18;StaAKr-0849|StaAKr-0851|StaAKr-0855;;;buerger;;
andres_gruber;Andres Gruber;Urkunden;1;1401;1401;0;StaAKr-0120;;;buerger;;
angnesen_weinburgerin;Angnesen Weinburgerin;Urkunden;1;1452;1452;0;StaAKr-0310 a;;;buerger;;
ankchenwerter_1455;Ankchenwerter;Urkunden;1;1455;1455;0;StaAKr-0337;;;buerger;;
anna_1520;Anna;Urkunden;1;1520;1520;0;StaAKr-0624;;;buerger;;
anna_barbara_meyereck;Anna Barbara von Mayereck;Urkunden;1;1741;1741;0;StAK-Stein-2061;;;buerger;;
anna_brunnen;Anna Brunnen;Urkunden;1;1448;1448;0;StaAKr-0299;;;buerger;;
anna_chaser;Anna Chaser;Urkunden;1;1401;1401;0;StaAKr-0117;;;buerger;;
anna_choll;Anna|Anna Choll;Urkunden;2;1458;1464;6;StaAKr-0374|StaAKr-0401;;;buerger;;
anna_die_nuesl;Anna die Nüsl;Urkunden;1;1423;1423;0;StaKr-0212;;;buerger;;
