personen_id;schreibweisen;quelle;anzahl_nennungen;erste_nennung;letzte_nennung;nennungsspanne_jahre;nennung_in_urkunden;nennung_in_buergerbuch;nennung_in_verlassenschaften;soziale_gruppe;beruf;unsicherheit_anmerkung
christoph_reimb;Christoph Reimb;Bürgerbuch;1;1582;1582;0;;BB-1908;;buerger;Messerschmied;
christoph_rein;Christoff Rein;Bürgerbuch;1;1573;1573;0;;BB-1463;;buerger;Kürschner;
christoph_resl;Christoff Resl;Bürgerbuch;1;1573;1573;0;;BB-1444;;buerger;Kürschner;
christoph_ruodsperger;Christoph Ruodsperger;Bürgerbuch;1;1556;1556;0;;BB-0671;;buerger;Tischler;
christoph_salzleittner;Christoff Salzleittner;Bürgerbuch;1;1595;1595;0;;BB-2239;;buerger;Abmesser;
christoph_schaffer;Cristoff Schaffer|Cristoph Schaffer|Cristophen Schaffer;Bürgerbuch;3;1549;1550;1;;BB-0333|BB-0336|BB-0345;;buerger;Doktor;
christoph_scharfflinger;Christoph Scharfflinger;Bürgerbuch;1;1588;1588;0;;BB-2116;;buerger;Zimmermann;
christoph_scheffbeck;Christoff Scheffbeckh;Bürgerbuch;1;1576;1576;0;;BB-1599;;buerger;Wollmesser;
christoph_schissling;Christoff Schiszling;Bürgerbuch;1;1595;1595;0;;BB-2240;;buerger;Tuchmacher;
christoph_schmaelzl;Christoff Schmölzl;Bürgerbuch;1;1587;1587;0;;BB-2083;;buerger;;
christoph_schmuckner;Christoff Schmuckhner;Bürgerbuch;2;1581;1581;0;;BB-1850|BB-1872;;buerger;;
christoph_schnaidtenpordt;Cristoffen Schnaidtenpordt;Bürgerbuch;1;1566;1566;0;;BB-1097;;buerger;;
christoph_schwab;Christoff Schwab;Bürgerbuch;1;1577;1577;0;;BB-1708;;buerger;Schiffmann;
christoph_sebastian_maurer;Christoff Sebastian Maurer;Bürgerbuch;1;1576;1576;0;;BB-1618;;buerger;;
christoph_seibl;Cristoph Seibl;Bürgerbuch;1;1621;1621;0;;BB-2661;;buerger;;
christoph_sessenmacher;Christoph Sessenmach|Christoph Sessenmacher;Bürgerbuch;2;1622;1622;0;;BB-2676|BB-2697;;buerger;Fasszieher;
christoph_silbereisen;Cristoff Silbereisen;Bürgerbuch;1;1550;1550;0;;BB-0376;;buerger;;
christoph_sling;Christoff Sling;Bürgerbuch;1;1545;1545;0;;BB-0162;;buerger;Maler;
christoph_stadt;Cristoff Stadt;Bürgerbuch;1;1549;1549;0;;BB-0286;;buerger;;
christoph_staindl;Christoff Staindl;Bürgerbuch;1;1592;1592;0;;BB-2236;;buerger;;
christoph_staininger;Christoff Staininger;Bürgerbuch;1;1571;1571;0;;BB-1386;;buerger;Torhüter;
christoph_steinzer;Cristoff Steinzer;Bürgerbuch;1;1567;1567;0;;BB-1159;;buerger;Messerschmied;
christoph_stortinger;Christoff Stortinger;Bürgerbuch;1;1588;1588;0;;BB-2092;;buerger;Zimmermann;
christoph_tallinger;Christoff Tallinger|Cristof Tallinger;Bürgerbuch;2;1571;1573;2;;BB-1359|BB-1457;;buerger;Fleischhacker;
christoph_talnacker;Christoff Talnackher;Bürgerbuch;1;1571;1571;0;;BB-1395;;buerger;Handschuhmacher;
christoph_taufkhircher;Christoff Thauffkhircher;Bürgerbuch;1;1568;1568;0;;BB-1290;;buerger;Schuster;
christoph_thoman;Christoff Thoman;Bürgerbuch;2;1577;1577;0;;BB-1645|BB-1669;;buerger;Kramer;
christoph_ursin;Cristoff Ursin;Bürgerbuch;2;1561;1561;0;;BB-0898|BB-0926;;buerger;;
christoph_vincentzo;Christoph Vincentzo;Urkunden;1;1532;1532;0;StaAKr-0720;;;buerger;;
christoph_von_kharling;Christoph von Kharling;Urkunden;1;1537;1537;0;StAK-Stein-2029;;;buerger;;
christoph_vrsyn;Christoff Vrsyn;Bürgerbuch;1;1566;1566;0;;BB-1125;;buerger;;
christoph_wagant;Christoph Wagant;Urkunden;1;1531;1531;0;StaAKr-0718a;;;buerger;;
christoph_walkhircher;Cristoff Walkhircher;Bürgerbuch;1;1556;1556;0;;BB-0689;;buerger;Binder;
christoph_weiss;Christoff Weiss;Bürgerbuch;1;1569;1569;0;;BB-1328;;buerger;;
christoph_wellner;Christoff Wellner;Bürgerbuch;1;1576;1576;0;;BB-1623;;buerger;;
christoph_werzl;Christoff Werzl;Bürgerbuch;1;1596;1596;0;;BB-2313;;buerger;Fragner;
christoph_weyganndt;Christoph Weyganndt;Bürgerbuch;1;1552;1552;0;;BB-0488;;buerger;;
christoph_widmer;Christoff Wibmer;Bürgerbuch;1;1602;1602;0;;BB-2380;;buerger;;
christoph_winckler;Christoff Winckhler|Cristoff Winckhler;Bürgerbuch;2;1569;1611;42;;BB-1330|BB-2506;;buerger;;
christoph_ypser;Christoff Ypser;Bürgerbuch;2;1578;1578;0;;BB-1732|BB-1748;;buerger;;
christoph_zaichinger;Christoff Zaichinger;Bürgerbuch;1;1540;1540;0;;BB-0070;;buerger;;
christoph_zeginger;Cristoff Zeginger;Bürgerbuch;1;1586;1586;0;;BB-2058;;buerger;;
christoph_zoerrer;Christoff Zörrer;Bürgerbuch;1;1592;1592;0;;BB-2209;;buerger;;
christoph_zoller;Cristoff Zoller;Bürgerbuch;1;1555;1555;0;;BB-0637;;buerger;Hofmeister;
christoph_zwicker;Christoff Zwickher;Bürgerbuch;1;1568;1568;0;;BB-1267;;buerger;Bäcker;
christopha_zerstl;Christopha Zerstl;Bürgerbuch;1;1612;1612;0;;BB-2533;;buerger;;
christophen_altschmid;Christophen Altschmid;Urkunden;2;1650;1669;19;StaAKr-0845|StaAKr-0849;;;buerger;;
christophen_hirsinger;Christophen Hirsinger;Urkunden;1;1548;1548;0;StaAKr-0801;;;buerger;;
christophen_koller;Christophen Koller;Urkunden;1;1531;1531;0;StaAKr-0717;;;buerger;;
christophen_ruedlperger;Christophen Ruedlperger;Urkunden;1;1549;1549;0;StaAKr-0811;;;buerger;;
christophus_tenngler;Christophus Tenngler;Urkunden;1;1517;1517;0;StaAKr-0596;;;buerger;;
chunz_grill;Chunz Grill;Bürgerbuch;2;1552;1552;0;;BB-0451|BB-0462;;buerger;;
chunz_grueber;Chunz Grueber;Bürgerbuch;1;1544;1544;0;;BB-0139;;buerger;;
chunz_kastel;Chunz Kastel;Bürgerbuch;1;1539;1539;0;;BB-0050;;buerger;;
chunz_muncker;Chunz Munckher;Bürgerbuch;1;1542;1542;0;;BB-0087;;buerger;Zirkelschmied;
cipriani_biasino;Cipriani Biasino;Bürgerbuch;1;1622;1622;0;;BB-2715;;buerger;Maurer;
clara_von_werd;Clara von Werd;Urkunden;4;1416;1422;6;StaAKr-0185|StaAKr-0191|StaAKr-0202|StaAKr-0205;;;buerger;;
clauss_raenner;Clauß Ränner;Urkunden;1;1531;1531;0;StaAKr-0714c;;;buerger;;
clement_knoll;Clement Kol;Bürgerbuch;1;1546;1546;0;;BB-0189;;buerger;;
clementen_weikhamb;Clementen Weikhamb;Bürgerbuch;1;1575;1575;0;;BB-1549;;buerger;Gürtler;
cnunz_eckinger;Cnunz Eckhinger;Bürgerbuch;1;1553;1553;0;;BB-0552;;buerger;Hauer;
collman_lisst;Collman Lisst;Bürgerbuch;1;1550;1550;0;;BB-0362;;buerger;;
connratt_kirchner;Connratt Kirchner;Bürgerbuch;1;1576;1576;0;;BB-1632;;buerger;Pottschmied;
conrad_holtzler;Conrad Holtzler;Urkunden;2;1468;1471;3;StaAKr-0410|StaAKr-0422;;;buerger;;
conrad_nestler;Conrad Nestler;Bürgerbuch;1;1544;1544;0;;BB-0137;;buerger;;
conradt_diringer;Conradt Diringer;Bürgerbuch;1;1596;1596;0;;BB-2294;;buerger;Gürtler;
conradt_hofinger;Conradt Hofinger;Bürgerbuch;1;1616;1616;0;;BB-2631;;buerger;;
conradt_lechner;Conradt Lechner;Bürgerbuch;1;1587;1587;0;;BB-2063;;buerger;;
conrat_krazer;Conrat Khrazer;Bürgerbuch;1;1607;1607;0;;BB-2446;;buerger;Nadler;
danat_fresser;Danat Fresser;Bürgerbuch;1;1596;1596;0;;BB-2279;;buerger;Kürschner;
daniel_ernst_mensser;Daniel Ernst Menszer;Bürgerbuch;1;1535;1535;0;;BB-0009;;buerger;;
daniel_fraidl;Daniel Fraidl;Bürgerbuch;1;1612;1612;0;;BB-2534;;buerger;;
daniel_henigguss;Daniel Heniggusz;Bürgerbuch;1;1573;1573;0;;BB-1396;;buerger;Goldschmied;
daniel_hening;Daniel Hening;Bürgerbuch;1;1577;1577;0;;BB-1663;;buerger;Uhrmacher;
daniel_muellner;Daniel Mulner;Bürgerbuch;1;1571;1571;0;;BB-1387;;buerger;Goldschmied;
daniel_reichart;Daniel Reichardt;Bürgerbuch;1;1564;1564;0;;BB-1032;;buerger;Plattner;
daniel_schlotterer;Daniel Schlatterer;Bürgerbuch;1;1602;1602;0;;BB-2395;;buerger;;
daniel_strasser;Daniel Strasser;Bürgerbuch;1;1622;1622;0;;BB-2728;;buerger;;
daniel_zedtliz;Daniel Zedtliz;Bürgerbuch;2;1574;1574;0;;BB-1507|BB-1517;;buerger;Hutmacher;
daniel_zeno;Daniel Zeno;Urkunden;2;1626;1627;1;StAK-Stein-2042|StAK-Stein-2044;;;buerger;;
danieln_muellner;Danieln Müllner;Bürgerbuch;1;1576;1576;0;;BB-1594;;buerger;Goldschmied;
david_aigner;David Aigner;Bürgerbuch;1;1596;1596;0;;BB-2297;;buerger;Zimmermann;
david_ardinger;David Ardinger;Bürgerbuch;1;1579;1579;0;;BB-1807;;buerger;Schneider;
david_heydinger;Davidt Heydinger;Bürgerbuch;1;1622;1622;0;;BB-2701;;buerger;Fragner;
david_hopfengraber;Davit Hopfengraber;Bürgerbuch;1;1592;1592;0;;BB-2227;;buerger;;
david_ladus;David Ladus|David Latus;Bürgerbuch;2;1584;1584;0;;BB-1997|BB-2017;;buerger;Pulvermacher;
david_lorennz;Davidt Lorennz;Bürgerbuch;2;1555;1555;0;;BB-0604|BB-0634;;buerger;Drechsler;
david_neidecker;Davidt Neideckher;Bürgerbuch;1;1567;1567;0;;BB-1175;;buerger;;
david_peucker;Davit Peuckher;Bürgerbuch;1;1596;1596;0;;BB-2309;;buerger;Bäcker;
david_strasser;David Strasser;Bürgerbuch;1;1611;1611;0;;BB-2490;;buerger;;
david_weber;David Weber;Bürgerbuch;2;1567;1567;0;;BB-1134|BB-1167;;buerger;Nestler;
daviden_waisl;Daviden Waisl;Bürgerbuch;1;1574;1574;0;;BB-1491;;buerger;Buchbinder;
davidt_diringer;Davidt Doringer;Bürgerbuch;1;1613;1613;0;;BB-2549;;buerger;;
davit_klopffer;Davit Klopffer;Bürgerbuch;1;1592;1592;0;;BB-2238;;buerger;;
dechant_gotfried;Dechant Gotfried;Urkunden;1;1301;1301;0;StaAKr-0006;;;klerus;;
dechant_hanns;Dechant Hanns;Urkunden;1;1430;1430;0;StaKr-0225;;;klerus;;
dechant_konrad;Dechant Konrad;Urkunden;3;1340;1347;7;StaAKr-0023|StAK-UrkKr-0016|StAK-UrkKr-0017;;;klerus;;
der_jung_mosshaimer;der Jung Moßhaimer;Bürgerbuch;1;1552;1552;0;;BB-0486;;buerger;;
deudl_von_grein;Deudl von Grein;Urkunden;1;1481;1481;0;StaAKr-0450a;;;buerger;;
diemuet_wolfhart;Diemuet Wolfhart;Urkunden;1;1366;1366;0;StaAKr-0041;;;buerger;;
dietmar_prenner;Dietmar Prenner;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
dietrich_scheber;Dietrich Scheber;Bürgerbuch;1;1544;1544;0;;BB-0150;;buerger;Seiler;
dietrich_wisent;Dietrich Wisent;Urkunden;1;1401;1401;0;StaAKr-0113;;;buerger;;
dietrich_wyseniten;Dietrich Wyseniten;Urkunden;1;1395;1395;0;StaAKr-0081;;;buerger;;
dionisi_hienermair;Dionisi Hierermair;Bürgerbuch;1;1602;1602;0;;BB-2379;;buerger;;
dionisy_aichbuchler;Dionisy Aichbuchler;Bürgerbuch;1;1577;1577;0;;BB-1703;;buerger;Hauer;
dionisy_grimer;Dionisy Grimer;Bürgerbuch;1;1568;1568;0;;BB-1225;;buerger;Zimmerknecht;
dionisy_rierer;Dionisy Rierer;Bürgerbuch;2;1561;1567;6;;BB-0902|BB-1142;;buerger;Brotsitzer;
dionisy_rueerer;Dionisy Rüerer;Bürgerbuch;1;1558;1558;0;;BB-0753;;buerger;Bäcker;
dionisy_schisssling;Dionisy Schissling|Dionisy Schisssling;Bürgerbuch;2;1578;1578;0;;BB-1727|BB-1743;;buerger;Tuchmacher;
dionisy_seifriedt;Dionisy Seifriedt;Bürgerbuch;1;1554;1554;0;;BB-0564;;buerger;Bäcker;
dionysius_puerer;Dionisi Puerer;Bürgerbuch;1;1556;1556;0;;BB-0666;;buerger;Bäcker;
dionysius_schuss;Dionisi Schusz;Bürgerbuch;1;1551;1551;0;;BB-0420;;buerger;;
dionysius_seiboldt;Dionisy Seiboldt;Bürgerbuch;1;1555;1555;0;;BB-0650;;buerger;Kramer;
dionysius_stainmez;Dionisy Stainmez;Bürgerbuch;1;1579;1579;0;;BB-1820;;buerger;Schneider;
dionysius_teuefl;Dionisy Teüfl;Bürgerbuch;1;1577;1577;0;;BB-1690;;buerger;;
doktorus_heutl;Doktorus Heutl;Urkunden;1;1519;1519;0;StaAKr-0612;;;buerger;;
donat_schutz;Donat Schutz;Bürgerbuch;2;1551;1552;1;;BB-0427|BB-0457;;buerger;Hutmacher;
dorothe_schilcher;Dorothe Schilcher;Urkunden;1;1470;1470;0;StAK- Stein-2017;;;buerger;;
dorothea_glanast;Dorothea Glanast;Urkunden;3;1419;1432;13;StaAKr-0193|StaAKr-0194|StaAKr-0236;;;buerger;;
dorothea_hauer;Dorothea Hauer;Urkunden;1;1526;1526;0;StaAKr-0671c;;;buerger;;
dorothea_kaeuner;Dorothea Käuner;Urkunden;1;1534;1534;0;StaAKr-0735a;;;buerger;;
dorothea_kemauf;Dorothea Kemauf;Urkunden;1;1435;1435;0;StaAKr-0261;;;buerger;;
dorothea_romer;Dorothea Romer;Urkunden;1;1396;1396;0;StaAKr-0089;;;buerger;;
dorothea_schallenberger;Dorothea Schallenberger;Urkunden;1;1422;1422;0;StaAKr-0205;;;buerger;;
dorothea_schiesser;Dorothea Schiesser;Urkunden;1;1458;1458;0;StaAKr-0358;;;buerger;;
dorothea_schmid;Dorothea Schmid;Urkunden;1;1521;1521;0;StaAKr-0628b;;;buerger;;
dorothea_schneider;Dorothea Schneider;Urkunden;1;1419;1419;0;StaAKr-0196;;;buerger;;
dorothea_stadler;Dorothea Stadler;Urkunden;1;1415;1415;0;StaAKr-0178;;;buerger;;
dorothea_wolfgang;Dorothea Wolfgang;Urkunden;2;1516;1516;0;StaAKr-0586|StaAKr-0586a;;;buerger;;
dorothea_zebinger;Dorothea Zebinger;Urkunden;1;1413;1413;0;StaAKr-0166;;;buerger;;
eberhard_1300;Eberhard;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
edler_jobst;Edler Jobst;Urkunden;1;1458;1458;0;StaAKr-0366;;;adel;;
egich_morschein;Egich Morschein;Bürgerbuch;1;1623;1623;0;;BB-2754;;buerger;;
ehaman_mitterer;Ehaman Mitterer;Bürgerbuch;1;1585;1585;0;;BB-2049;;buerger;;
eheman;Eheman;Bürgerbuch;1;1584;1584;0;;BB-2028;;buerger;Kramer;
ekklin_eidam;Ekklin Eidam;Urkunden;1;1349;1349;0;StaAKr-0026;;;buerger;;
elias_hertnstain;Elias Hertnstain|Helias Hertnstain;Bürgerbuch;2;1567;1567;0;;BB-1153|BB-1197;;buerger;Goldschmied;
elias_pachmair;Eliaß Pachmayr;Bürgerbuch;1;1616;1616;0;;BB-2630;;buerger;Lederer;
elias_phillip;Elias Phillip;Bürgerbuch;1;1588;1588;0;;BB-2115;;buerger;;
elias_pindter;Eliaß Pindter;Bürgerbuch;1;1622;1622;0;;BB-2690;;buerger;;
elias_roecks;Eliasz Röcks;Bürgerbuch;1;1587;1587;0;;BB-2082;;buerger;Barbier;
elias_schlaebi;Eliaß Schläbi;Bürgerbuch;1;1589;1589;0;;BB-2178;;buerger;Barbier;
elias_schmausser;Eliasz Schmausser;Bürgerbuch;1;1581;1581;0;;BB-1905;;buerger;;
elias_vesch;Eliasz Vesch;Bürgerbuch;1;1573;1573;0;;BB-1425;;buerger;;
elisabeth_1371;Elisabeth;Urkunden;1;1371;1371;0;StAK-UrkKr-0043;;;buerger;;
elisabeth_1411;Elisabeth|Elsbeten;Urkunden;2;1411;1411;0;StAK-UrkKr-0164;;;buerger;;
elisabeth_brunner;Elisabeth|Elisabeth Brunner;Urkunden;1;1516;1516;0;StaAKr-0586;;;buerger;;
elisabeth_egger;Elisabeth Egger;Urkunden;1;1549;1549;0;StaAKr-0815;;;buerger;;
elisabeth_huelben;Elisabeth Hülben;Urkunden;1;1322;1322;0;StAK-UrkKr-0011;;;buerger;;
elisabeth_schaecklin;Elisabeth Schäcklin;Urkunden;1;1549;1549;0;StaAKr-0816;;;buerger;;
elisabeth_scheffmann;Elisabeth Scheffmann;Urkunden;1;1454;1454;0;StAK-UrkKr-0318;;;buerger;;
elisabeth_von_polen;Elisabeth von Polen;Urkunden;1;1455;1455;0;StaAKr-0332;;;buerger;;
elisabeth_von_ungarn;Elisabeth von Ungarn;Urkunden;1;1434;1434;0;StaAKr-0254;;;buerger;;
elisas_veithingers;Eliseus Veithingers;Bürgerbuch;1;1624;1624;0;;BB-2764;;buerger;;
eller_1520;Eller;Urkunden;1;1520;1520;0;StaAKr-0624;;;buerger;;
ellerbacher_1455;Ellerbacher;Urkunden;1;1455;1455;0;StaAKr-0337;;;buerger;;
elsbet_ebmetter;Elsbet Ebmetter;Urkunden;3;1419;1432;13;StaAKr-0193|StaAKr-0194|StaAKr-0236;;;buerger;;
elsbet_freynstain;Elsbet Freynstain;Urkunden;1;1414;1414;0;StaAKr-0169;;;buerger;;
elsbet_grabner;Elsbet Grabner;Urkunden;1;1411;1411;0;StaAKr-0160;;;buerger;;
elsbet_heizlain;Elsbet Heizlain;Urkunden;1;1406;1406;0;StaAKr-0136;;;buerger;;
elsbet_trongassinger;Elsbet Trongassinger;Urkunden;1;1404;1404;0;StaAKr-0128;;;buerger;;
elsbet_wisent;Elsbet Wisent;Urkunden;1;1401;1401;0;StaAKr-0113;;;buerger;;
elsbeth_forster;Elsbeth Forster;Urkunden;1;1447;1447;0;StaAKr-0292;;;buerger;;
elsbeth_gener;Elsbeth Gener;Urkunden;1;1396;1396;0;StaAKr-0088;;;buerger;;
eman_panthaleon;Eman Panthaleon;Bürgerbuch;2;1560;1560;0;;BB-0830|BB-0849;;buerger;;
emanuel_paentelion;Emanuel Päntelion;Bürgerbuch;2;1622;1622;0;;BB-2665|BB-2669;;buerger;Fischerknecht;
emanuel_panthaleon;Emanuel Panthaleon;Bürgerbuch;1;1622;1622;0;;BB-2678;;buerger;;
enagno_laempl;Enagno Lämpel;Bürgerbuch;1;1621;1621;0;;BB-2655;;buerger;Seiler;
enntznman;Enntznman;Bürgerbuch;1;1551;1551;0;;BB-0414;;buerger;;
erasmus_anwaiger;Erasmus Anweiger|Eraszm Anwaiger;Bürgerbuch;2;1569;1569;0;;BB-1303|BB-1342;;buerger;Deckenmacher;
erasmus_hanifstingl;Erasm Hanifstingl;Bürgerbuch;1;1535;1535;0;;BB-0010;;buerger;;
erasmus_lip;Asm Lip;Bürgerbuch;1;1558;1558;0;;BB-0766;;buerger;Hauer;
erasmus_rigler;Erasmus Rigler;Urkunden;1;1522;1522;0;StaAKr-0633;;;buerger;;
erasmus_sanntinger;Erasmus Sanntinger;Bürgerbuch;1;1535;1535;0;;BB-0002;;buerger;;
erasmus_seick;Asm Seickh;Bürgerbuch;1;1550;1550;0;;BB-0367;;buerger;;
erasmus_seiler;Erasmus Sailler;Bürgerbuch;1;1607;1607;0;;BB-2453;;buerger;;
erasmus_staininger;Asmb Staininger;Bürgerbuch;1;1569;1569;0;;BB-1322;;buerger;Hauer;
erasmuss_yuechman;Erasmuß Yuechman;Bürgerbuch;1;1592;1592;0;;BB-2231;;buerger;;
eraszmus_hofer;Eraszmus Hofer;Bürgerbuch;1;1588;1588;0;;BB-2108;;buerger;;
erenbert_abt_von_kremsmuenster;Erenbert;Urkunden;2;1676;1677;1;StAK-Stein-2050|StAK-Stein-2051;;;buerger;;
erhard_feringer;Erhard Feringer;Bürgerbuch;1;1568;1568;0;;BB-1250;;buerger;;
erhard_gessl;Erhardt Geßl;Bürgerbuch;1;1605;1605;0;;BB-2412;;buerger;;
erhard_holm;Erhard Holm;Urkunden;1;1400;1400;0;StaAKr-0106;;;buerger;;
erhard_pfeiffer;Erhardt Pfeiffer;Bürgerbuch;1;1579;1579;0;;BB-1805;;buerger;Fuhrmann;
erhard_ruedlinger;Erhardt Ruedlinger;Bürgerbuch;1;1624;1624;0;;BB-2759;;buerger;;
erhard_stopffer;Erhardt Stopffer;Bürgerbuch;1;1597;1597;0;;BB-2314;;buerger;;
erhard_vogelsang;Erhard Vogelsang;Urkunden;1;1502;1502;0;StaAKr-0563a;;;buerger;;
erhardten_feringer;Erhardten Feringer;Bürgerbuch;1;1578;1578;0;;BB-1725;;buerger;Harnischpolierer;
erhart_1401;Erhart;Urkunden;1;1401;1401;0;StaAKr-0120;;;buerger;;
erhart_1542;Erhart;Urkunden;1;1542;1542;0;StaAKr-0791;;;buerger;;
erhart_feringer;Erhart Feringer;Bürgerbuch;1;1558;1558;0;;BB-0775;;buerger;;
erhart_gossl;Erhart Gossl;Bürgerbuch;1;1553;1553;0;;BB-0533;;buerger;;
erhart_muelner;Erhart Mülner;Urkunden;1;1457;1457;0;StaAKr-0353;;;buerger;;
erhart_pirringer;Erhart Pirringer;Bürgerbuch;1;1607;1607;0;;BB-2451;;buerger;;
erhart_pranck;Erhart Pranckh;Bürgerbuch;2;1577;1577;0;;BB-1650|BB-1674;;buerger;Bürstenbinder;
erhart_schleingenror;Erhart Schleingenror;Bürgerbuch;1;1592;1592;0;;BB-2205;;buerger;;
erhart_schrat;Erhart Schrat;Bürgerbuch;1;1558;1558;0;;BB-0781;;buerger;Schuster;
erhart_von_leubs;Erhart von Leubs;Urkunden;1;1459;1459;0;StaAKr-0378;;;buerger;;
ernst_1408;Ernst;Urkunden;1;1408;1408;0;StAK-UrkKr-0148;;;buerger;;
ernst_i;Ernst I.;Urkunden;7;1407;1408;1;StaAKr-0142|StaAKr-0147|StAK-UrkKr-0139|StAK-UrkKr-0140|StAK-UrkKr-0143|StAK-UrkKr-0151|StAK-UrkKr-0152;;;dynastie;;
ernst_von_bayern_1500;Ernst von Bayern;Urkunden;2;1527;1533;6;StaAKr-0682|StaAKr-0731;;;buerger;;
ernst_von_bayern_1554;Ernst;Urkunden;1;1568;1568;0;StaAKr-Hollenburg-0002;;;buerger;;
ernst_von_magdeburg;Ernst von Magdeburg;Urkunden;1;1486;1486;0;StaAKr-0499;;;buerger;;
erzbischof_gregor;Erzbischof Gregor;Urkunden;1;1401;1401;0;StaAKr-0119;;;klerus;;
esaias_brunner;Esaias Brunner;Bürgerbuch;1;1601;1601;0;;BB-2362;;buerger;Handschuhmacher;
eustachius_laimgrueber;Eustachien Laimgruebers|Eustachius Laimgrueber;Bürgerbuch;2;1556;1556;0;;BB-0659|BB-0676;;buerger;Handschuhmacher;
fabian_bayr;Fabian Bair|Fabian Bayr;Bürgerbuch;2;1558;1558;0;;BB-0757|BB-0763;;buerger;Schlosser;
feiertager_1431;Feiertager;Urkunden;1;1431;1431;0;StAK-UrkKr-0228;;;buerger;;
felix_hackel;Felix Hackhel;Bürgerbuch;1;1546;1546;0;;BB-0196;;buerger;Fuhrmann;
felix_holzpeundtner;Felix Holzpeundtner|Felix Holzpunntner;Bürgerbuch;2;1561;1561;0;;BB-0890|BB-0931;;buerger;;
felix_sturmb;Felix Stuermb;Bürgerbuch;1;1588;1588;0;;BB-2104;;buerger;Schneider;
felix_weixelbaum;Felix Weixelbaum;Bürgerbuch;1;1575;1575;0;;BB-1576;;buerger;Hauer;
ferdinand_baldung;Ferdinand Baldung;Urkunden;1;1522;1522;0;StaAKr-0632;;;buerger;;
ferdinand_i;Ferdiand I.|Ferdinand I.;Urkunden;59;1521;1563;42;StaAKr-0628|StaAKr-0630|StaAKr-0633|StaAKr-0634|StaAKr-0635|StaAKr-0637|StaAKr-0638|StaAKr-0639|StaAKr-0640|StaAKr-0641|StaAKr-0643|StaAKr-0646|StaAKr-0648|StaAKr-0649|StaAKr-0650|StaAKr-0651|StaAKr-0654|StaAKr-0655|StaAKr-0658|StaAKr-0662|StaAKr-0664|StaAKr-0665|StaAKr-0671|StaAKr-0672|StaAKr-0673|StaAKr-0675|StaAKr-0685|StaAKr-0688|StaAKr-0689|StaAKr-0690|StaAKr-0695|StaAKr-0700|StaAKr-0705|StaAKr-0706|StaAKr-0710|StaAKr-0712|StaAKr-0713|StaAKr-0718|StaAKr-0719|StaAKr-0726|StaAKr-0730|StaAKr-0743|StaAKr-0744|StaAKr-0748|StaAKr-0756|StaAKr-0763|StaAKr-0764|StaAKr-0766|StaAKr-0768|StaAKr-0770|StaAKr-0775|StaAKr-0790|StaAKr-0791|StaAKr-0793|StaAKr-0878|StaAKr-0666a|StAK-Stein-2027|StAK-Stein-2028|StAK_15580819_906_reg;;;dynastie;;
ferdinand_ii;Ferdinand II.;Urkunden;6;1622;1656;34;StaAKr-0837|StaAKr-0838|StaAKr-0840|StaAKr-0880|StAK-Stein-2046|StAK-Stein-2048;;;dynastie;;
ferdinand_iii;Ferdinand III.;Urkunden;3;1628;1643;15;StaAKr-0840|StaAKr-0842|StAK-Stein-2043;;;dynastie;;
ferdinand_teubl;Ferdinandt Teubl;Bürgerbuch;1;1596;1596;0;;BB-2282;;buerger;Hutstepper;
florian_hoffmaister;Florian Hoffmaister;Bürgerbuch;1;1545;1545;0;;BB-0161;;buerger;;
florian_knap;Florian Khnap;Bürgerbuch;1;1543;1543;0;;BB-0101;;buerger;;
florian_rarhueber;Florian Rarhueber;Bürgerbuch;1;1551;1551;0;;BB-0434;;buerger;Bäcker;
florian_rucker;Florian Ruckher;Bürgerbuch;1;1544;1544;0;;BB-0135;;buerger;;
florian_widner;Florian Widner;Bürgerbuch;1;1557;1557;0;;BB-0735;;buerger;Seiler;
foelix_weichselbaum;Foelix Weichslbaum;Bürgerbuch;1;1576;1576;0;;BB-1614;;buerger;;
franeisouss_franz;Franeisouß Franz;Bürgerbuch;1;1596;1596;0;;BB-2295;;buerger;Eisenhändler;
franz_ackermann;Franz Ackermann;Urkunden;3;1687;1688;1;StaAKr-0855|StaAKr-0856|StaAKr-0857;;;buerger;;
franz_bernoldt;Franz Bernoldt;Bürgerbuch;1;1624;1624;0;;BB-2778;;buerger;;
franz_helschuchmacher;Franz Helschuchmacher;Bürgerbuch;1;1545;1545;0;;BB-0163;;buerger;;
franz_ii_i;Franz|Franz II.;Urkunden;2;1795;1815;20;StaAKr-0898|StaAKr-0899;;;buerger;;
franz_jacob_pichler;Franz Jacob Pichler;Urkunden;2;1762;1763;1;StaAKr-0867|StaAKr-0868;;;buerger;;
franz_olbm;Frannz Olbm;Bürgerbuch;2;1554;1554;0;;BB-0558|BB-0571;;buerger;Müller;
franz_preinvolck;Franz Preinvolckh;Bürgerbuch;1;1610;1610;0;;BB-2471;;buerger;;
freidrich_1459;Freidrich;Urkunden;1;1459;1459;0;StaAKr-0375;;;buerger;;
freiherr_von_roggendorf;Freiherr von Roggendorf;Urkunden;1;1527;1527;0;StaAKr-0686;;;adel;;
frenchin_von_radendorf;Frenchin von Radendorf;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
