signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StaAKr-0127;1403 XI 11;1403_11_11;nein;1403;Lilienfeld;nein;1403 XI 11, Lilienfeld Abt Konrad von Lilienfeld und der Konvent verkaufen ihren Hof in Krems, genannt den Herzogs- oder Schlüsselhof nächst der Mauer an der Donau, den sie von den Herzogen Albrecht und Leopold erworben haben, mit allen Rechten dem Hans Potlein von Gossing um 124 Pfund Wr. Pfen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Konrad von Lilienfeld|Albrecht IV.|Leopold IV.|Hans Potlein von Gossing;konrad_von_lilienfeld|albrecht_iv|leopold_iv|hans_potlein_von_gossing;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0127
StaAKr-0128;1404 III 24;1404_03_24;nein;1404;Mautern an der Donau|Eferding|Baumgarten am Tullnerfeld;ja;1404 III 24, Mautern Wernhart Trongassinger und Elsbet seine Frau bestätigen den Verkauf ihrer beiden Weingärten in Baumgarten und in der alten Päunt dem Wernhart von Everding und seiner Frau Anna. Zeugen: Abt Peter von Göttweig, Stephan Smyd, Mitglied des Rates in Mautern. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Wernhart Trongassinger|Elsbet Trongassinger|Wernhart von Everding|Anna von Everding|Abt Peter|Stephan Smyd;wernhart_trongassinger|elsbet_trongassinger|wernhart_von_everding|anna_von_everding|abt_peter|stephan_smyd;nein;Vermögen und Finanzen|Wirtschaft;Ortsidentifikation unsicher: Eferding (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0128
StaAKr-0129;1404 IV 2;1404_04_02;nein;1404;Gneixendorf|Stratzing bei Krems;ja;1404 IV 2, Krems Gilg von Gneixendorf vermacht seiner Frau Katharina und ihrem Erben außer dem, was sie in die Ehe brachte, 3/4 Weingarten am alten Gebling und 1 1/2 Joch Acker im Startzingerfeld. Zeugen: Martin der Egenburger, Rat und oberster Spitalmeister in Krems, Weisgot Pehem, Bürger von Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Gilg von Gneixendorf|Katharina von Gneixendorf|Martin Eggenburger|Weisgot Pehem;gilg_von_gneixendorf|katharina_von_gneixendorf|martin_eggenburger|weisgot_pehem;nein;Bevölkerung und Bevölkerungsgruppen|Vermögen und Finanzen|Wirtschaft;Ortsidentifikation unsicher: Stratzing bei Krems (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0129
StaAKr-0130;1404 VIII 14;1404_08_14;nein;1404;Weinzierl;nein;"1404 VIII 14 Artl Salzer von Weinzierl ""pey Chrems"" und seine Frau Margarete verkaufen um 6 Pfund Wr. Pfen. jährlich 6 Schill. Wr. Pfen. zu dem Licht des Nachts im Langhaus des Kremser Spitals von ihrem halben Lehen. Zeugen: Stephan Rudolf, Bürger zu Stein und herzogl. Schlüßler, Albrecht Pyber, Widenrichter zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Artl Salzer|Margarete Salzer|Stephan Rudolf|Albrecht Pyber;artl_salzer|margarete_salzer|stephan_rudolf|albrecht_pyber;nein;Religion|Soziales Leben|Vermögen und Finanzen;;StaAKr-0130
StaAKr-0131;1404 IX 25;1404_09_25;nein;1404;Hadersdorf am Kamp;nein;"1404 IX 25 Der Jude Swerzl, Herschleins Sohn von Hadersdorf, klagt den Kremser Weber Hans Liechtenberger, der ihm mit Einwilligung des Pfarrers Treberger 5 1/2 Pfund Wr. Pfen. schuldete und flüchtig ward; auf die Vorladung erschien er nicht. Der Burgherr Dechant Treberger, Lichtenbergers Haus lag ""auf der Widen"", setzte dem Spruche des Gerichtes gemäß den Juden in ""Nutz und Gewähr"". Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Swerzl Herschlein|Hans Liechtenberger|Machart Treperger;swerzl_herschlein|hans_liechtenberger|marchart_treperger;nein;Rechtswesen|Religion|Vermögen und Finanzen;;StaAKr-0131
StaAKr-0132;1405 I 30;1405_01_30;nein;1405;Gföhl|Langenlois|Eggenburg;nein;1405 I 30, Krems Herman Schad, Pfleger zu Krems, Jörg Geyr von Gföhl, Nikolaus Gfeller von Lois und Martin Egenburger vergleichen sich mit Hainrich Parz und Hans Greusnicker für deren letzt. Frauen Katharina und Anna, den Töchtern Lienharts von Gföhl, über dessen Verlassenschaft. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Herman Schad|Jörg Geyr von Gföhl|Nikolaus Gfeller|Martin Eggenburger|Hainrich Parz|Hans Greusnicker|Katharina Greusnicker|Anna Greusnicker|Lienhart von Gföhl;herman_schad|joerg_geyr_von_gfoehl|nikolaus_gfeller|martin_eggenburger|hainrich_parz|hans_greusnicker|katharina_greusnicker|anna_greusnicker|lienhart_von_gfoehl;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0132
StaAKr-0133;1405 III 3;1405_03_03;nein;1405;Spitz an der Donau;nein;"1405 III 3 Ulrich Kienberger verkauft seinen Weingarten (3 1/2 Joch) zwischen den Städten, gen. d. ""Pach"" um 240 Pfund Wr. Pfen. und 12 Pfen. Burgrecht jährl. für sein Haus am Hohen Markt, dem Spital in Krems. Zeugen: Herman Schad von Lengenfeld, Pfleger zu Krems, Stephan von Spitz, Richter beider Städte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Ulrich Kienberger|Herman Schad|Stephan von Spitz;ulrich_kienberger|herman_schad|stephan_von_spitz;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0133
StaAKr-0134;1405 XI 3;1405_11_03;nein;1405;Hasendorf;nein;1405 XI 3, Krems Urfehde des Hans Katringer von Hasendorf und Bernhard, den beiden Städten keinen Schaden zu tun. Zeugen: Otto der Marichpech. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hans Katringer|Bernhard|Otto Marichpech;hans_katringer|bernhard_1405|otto_marichpech;nein;Rechtswesen;;StaAKr-0134
StaAKr-0135;1406 IV 26;1406_04_26;nein;1406;Wien;nein;1406 IV 26 Rudolf Angerfelder, Bürgermeister von Wien, Konrad Angerfelder und Nikolaus Weispacher, Mitglieder des Wiener Rats, verkaufen nach dem letzten Willen des Michel Geiokramer und mit Einwilligung der Frau Beatrix von Zelking einen Weingarten in der Kremsleiten um 100 Pfund Wr. Pfen. dem Peter Walchen und seiner Frau Barbara. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Rudolf Angerfelder|Konrad Angerfelder|Nikolaus Weispacher|Michel Geiokramer|Beatrix von Zelking|Peter Walchen|Barbara Walchen;rudolf_angerfelder|konrad_angerfelder|nikolaus_weispacher|michel_geiokramer|beatrix_von_zelking|peter_walchen|barbara_walchen;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0135
StaAKr-0136;1406 V 13;1406_05_13;nein;1406;;nein;1406 V 13 Margarete, Seyfrieds d. Sch. Schwester und Peter Pankbaur in Krems und des letzteren Frau Katharina, Heinrich von Oberloiben und Elsbet, Heizlains Frau aus Ob. Loiben verkaufen der Kirche zu Krems einen Weingarten in der Kremsleiten um 26 Wr. Pfd. Zeugen: Friedrich Glachsperg, Richter beider Städte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Peter Pankbaur|Katharina von Oberloiben|Heinrich von Oberloiben|Elsbet Heizlain|Friedrich Glachsperg|Margarete Sch|Seyfrid Sch;peter_pankbaur|katharina_von_oberloiben|heinrich_von_oberloiben|elsbet_heizlain|friedrich_glachsperg|margarete_sch|seyfrid_sch;ja;Religion|Vermögen und Finanzen|Wirtschaft;"Personenidentifikation unsicher: vermutlich Margarete Sch (Regest nennt ""Margarete""); vermutlich Seyfrid Sch (Regest nennt ""Sch"")";StaAKr-0136
StAK-Stein-2006;1406 VI 6;1406_06_06;nein;1406;Weitra|Zwettl|Neupölla|Eggenburg|Stein;nein;Herzog Wilhelm befiehlt den Kaufleuten von Weitra, Zwettl, Neu-Pölla und Eggenburg, ihre Waren nur beim Mauthhaus in Stein niederzulegen.;Wilhelm;wilhelm_der_freundliche;nein;Vermögen und Finanzen|Wirtschaft;;StAK-Stein-2006
StaAKr-0137;1406 VIII 6;1406_08_06;nein;1406;Zwettl;nein;"1406 VIII 6 Ulrich, Abt von Zwettl und der Konvent verkaufen einen Weingarten zu Krems in der Kremsleiten, gen. die ""Rörn"" um 26 Pfund Wr. Pf. dem Hans Zeller; ursprünglich war er im Besitze Hans Walters. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Abt Ulrich|Hans Zeller|Hans Walters;abt_ulrich|hans_zeller|hans_walters;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0137
StaAKr-0568;1406 VIII 15;1406_08_15;nein;1406;Bamberg;nein;1406 VIII 15 Notariatsinstrument des Georgius Spies, Kleriker von Bamberg. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Georgius Spies;georgius_spies;nein;Rechtswesen;;StaAKr-0568
StaAKr-0138;1407 XII 11;1407_12_11;nein;1407;Wien|Passau|Stift Garsten;nein;1407 XII 11, Wien Die Stände berichten über die Vormundschaft Herzog Leopolds über Albrecht V. und warnen vor solchen Berichten. Zeugen: Georg, Bischof von Passau, Florian, Abt zu Gesten, Wilhelm, Probst zu Wien, Friedrich von Wallsee, Hofmeister, Georg von Puchheim, Hofmeister des Herzog Ernst, Purkhart von Winden, Kaspar von Starchenberger, der Bürgermeister von Wien. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Leopold IV.|Albrecht V.|Bischof Georg|Abt Florian|Probst Wilhelm|Friedrich von Wallsee|Georg von Puchheim|Purkhart von Winden|Kaspar von Starchenberger;leopold_iv|albrecht_v|bischof_georg_hohenlohe_1407|abt_florian|probst_wilhelm|friedrich_von_wallsee|georg_von_puchhaim|purkhart_von_winden|kaspar_von_starchenberger;nein;Politik|Verwaltung;;StaAKr-0138
StAK-UrkKr-0139;1407 XII 11;1407_12_11;nein;1407;Wien;nein;1407 XII 11, Wien ( ze Wienn ) Herzog Ernst von Österreich befiehlt ( Begern ) [ Richter, Rat und den Bürgern der Städte Krems und Stein ( ze Krems und ze Stain )], nachdem die erwirdigen , ersamen und andechtigen Prälaten sowie die Herren und Städte in Österreich [unter und] ob der Enns über die Streitigkeiten ( hendl ) zwischen ihnen sowie dem Aussteller und seinem Bruder, Herzog Leopold [IV.] , wegen der Vormundschaft über den noch minderjährigen Herzog Albrecht [V.] , seinen Verwandten ( vettern ), ihre Nachrichten verbreiten werden, niemand anderen darüber berichten zu lassen und diese Sachen nicht zu glauben. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Ernst I.|Leopold V.|Albrecht V.;ernst_i|leopold_v|albrecht_v;nein;Politik|Verwaltung;;StAK-UrkKr-0139
StAK-UrkKr-0140;1407 XII 13;1407_12_13;nein;1407;Wien;nein;1407 XII 13, Wien ( ze Wienn ) Herzog Ernst von Österreich befiehlt (emphelhen) [Richter, Rat und den Bürgern der Städte Stein und Krems (zu Stain und Krems)], sich auf die Kämpfe (le?ff), die im Land Österreich begonnen haben, mit der Bevölkerung und allen Bedürfnissen (mit volke und allen and[er]n sachen und nottu?rften) bestmöglich vorzubereiten (darnach richtet). Wenn jemand den Aussteller, seinen Verwandten (vettern) [Albrecht IV.] und sein Land bedroht (wolt beswe?ren oder dringen), sollen die Empfänger, sobald der Aussteller es befiehlt, bereit sein und mit allen verfügbaren Kräften (mit ganczer macht) dem Aussteller und seinem Verwandten zur Seite stehen. Er befiehlt (mainen) weiters, zwei oder drei der besten Bürger mit Vollmachten (mit vollem gwalt) zu Mariä Lichtmess zum Landtag (tag) zu entsenden, der wegen Herzog Leopold [IV.], der Vormundschaft und anderen dringenden Angelegenheiten (notdurft) abgehalten wird. Dazu wurden auch andere Prälaten, Herren, Ritter, Knechte und Städte hinbeordert. Siegler: der Aussteller. Quelle Regest: Stadtarchiv Krems, 2020.;Ernst I.|Albrecht IV.|Leopold IV.;ernst_i|albrecht_iv|leopold_iv;nein;Politik|Verwaltung;;StAK-UrkKr-0140
StaAKr-0141;1407 XII 15;1407_12_15;nein;1407;Eggenburg|Freising;ja;1407 XII 15, Eggenburg Die Ritterschaft und Bischof Bertold von Freysing (Anhänger Herzog Leopolds) schicken Herman Schad den Städten und bitten seinen Ausführungen zu glauben. Zeugen: Bertold, Bischof von Freising, Johann, Burggraf zu Maidburg, Hans Heidegg, Kammermeister, Nikolaus Seebeck, Sybolt Pbit. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Bischof Bertold|Johann|Hans Heidegg|Nikolaus Seebeck|Sybolt Pbit|Herman Schad;bischof_bertold|johann_1407|hans_heidegg|nikolaus_seebeck|sybolt_pbit|herman_schad;ja;Politik;"Ortsidentifikation unsicher: vermutlich Hardegg (Regest nennt ""Heidegg"") | Personenidentifikation unsicher: vermutlich Herman Schad (Regest nennt ""Herman"")";StaAKr-0141
StaAKr-0142;1407 XII 16;1407_12_16;nein;1407;Krems;nein;"1407 XII 16 Herzog Ernst befiehlt den beiden Städten Verteidigungsanstalten zu treffen, damit sie ""versorgt"" sein; brauchten sie aber einen Hauptmann und Volk, so werde er ihnen beides senden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Ernst I.;ernst_i;nein;Politik|Verwaltung;;StaAKr-0142
StAK-UrkKr-0143;1407 XII 20;1407_12_20;nein;1407;Wien;nein;1407 XII 20, Wien ( ze Wienn ) Herzog Ernst von Österreich berichtet ( lass[e]n ew wiss[e]n ) [ Richter, Rat und der Bürgerschaft der Städte Krems und Stein ( ze Krems und ze Stain )], dass er bei seinem Bruder, Herzog Leopold [IV.] war, ohne ein Ergebnis zu erzielen ( an alles ende von Im geschaid[e]n ), weshalb er davon ausgeht, dass Leopold und dessen Ritterschaft den Aussteller, seinen Verwandten ( vett[er]n ) Herzog Albrecht [V.] sowie sein Land und seine Untertanen ( leu?t ) angreifen wird. Da der Aussteller sich aber verteidigen ( widerzehalt[e]n ) wird, befiehlt er ( emphelh[e]n ... und well[e]n ) den Städten, vorbereitet ( bey ew[er] warnu[n]g ) zu sein und sich nach dem Verlauf der Kriegshandlungen ( leu?ff ) zu richten. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Ernst I.|Herzog Leopold IV.|Albrecht V.;ernst_i|herzog_leopold_iv|albrecht_v;nein;Politik|Rechtswesen;;StAK-UrkKr-0143
StaAKr-0144;1407 XII 21;1407_12_21;nein;1407;Freising|Zelking;nein;1407 XII 21 Hans von Zelking warnt beide Städte vor einem Überfall von Seiten des Bischofs von Freising und den Anhängern Leopolds, der Ritterschaft. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hans von Zelking|Leopold IV.;hans_von_zelking|leopold_iv;nein;Politik|Rechtswesen;;StaAKr-0144
StaAKr-0145;1407 XII 25;1407_12_25;nein;1407;Horn im Waldviertel|Maissau;nein;1407 XII 25, Horn Ott von Maissau, oberster Marschall in Österreich, ersucht die Städte ihrem Herrn Herzog Albrecht treu zu sein und auf gute Bewachung der Städte zu achten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ott von Maissau|Albrecht V.;ott_von_maissau|albrecht_v;nein;Politik|Verwaltung;;StaAKr-0145
StaAKr-0146;1407 XII 29;1407_12_29;nein;1407;Wien|Wallsee;nein;1407 XII 29, Wien Friedrich von Wallsee und Georg von Puchhaim ersuchen beide Städte, Veit Pucher, den sie ihnen in d. Angelegenheiten Herzog Albrechts geschickt haben zu glauben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich von Wallsee|Georg von Puchhaim|Veit Pucher|Albrecht V.;friedrich_von_wallsee|georg_von_puchhaim|veit_pucher|albrecht_v;nein;Politik|Verwaltung;;StaAKr-0146
StaAKr-0147;1408 I 3;1408_01_03;nein;1408;Wien|Korneuburg;nein;"1408 I 3, Wien Friedrich von Wallsee und Georg von Puchhaim loben die Treue der Städte gegenüber ihren Herrn und befehlen, 2 oder 3 Abgesandte nach Korneuburg zu senden, wo Verhandlungen zwischen Herzog Leopold und Herzog Ernst stattfinden sollten; inzwischen hatten die Waffen zu ruhen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Friedrich von Wallsee|Georg von Puchhaim|Leopold IV.|Ernst I.;friedrich_von_wallsee|georg_von_puchhaim|leopold_iv|ernst_i;nein;Politik|Verwaltung;;StaAKr-0147
StAK-UrkKr-0148;1408 I 3;1408_01_03;nein;1408;Wien;nein;1408 I 3, Wien ( zu Wyenn ) Herzog Ernst von Österreich befiehlt ( empfelhen ... und wellen ) [ Richter und Rat der Städte Krems und Stein ( Krems und Stan )], unmittelbar nach Erhalt dieses Schreibens ( brief ) vier Ratsmitglieder zu ihm zu schicken, da er mit ihnen Dringendes ( geno?tiges ) bezüglich seines Verwandten ( vettern ) [ Albrecht V. ] zu besprechen hat. Die Empfänger dürfen die Anordnung nicht ignorieren. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Ernst|Albrecht V.;ernst_1408|albrecht_v;nein;Politik|Verwaltung;;StAK-UrkKr-0148
StAK-UrkKr-0149;1408 I 10;1408_01_10;nein;1408;Korneuburg|Seisenegg;nein;1408 I 10, Korneuburg ( ze Korn Newnburg ) Herzog Leopold [IV.] von Österreich befiehlt ( Begern ) [ Richter, Rat und den Bürgern der Städte Krems und Stein ( ze Krembs und ze Stain )], Konrad dem Wehinger und Hans dem Seusenegger ( Sewsenegg[er] ) und allen, die mit ihnen unterwegs sind, denen der Aussteller befohlen hat, den Empfängern seine Ansichten zu berichten, Glauben zu schenken und danach zu handeln. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Leopold IV.|Konrad Wehinger|Hans Seusenegger;leopold_iv|konrad_wehinger|hans_seusenegger;nein;Politik|Verwaltung;;StAK-UrkKr-0149
StAK-UrkKr-0150;1408 I 10;1408_01_10;nein;1408;Korneuburg;nein;1408 I 10, Korneuburg ( zu Korn Newnburg ) Herzog Leopold [IV.] von Österreich befiehlt und fordert ( emphelh[e]n und begern ) [ von Bürgermeister, Richter und Rat der Städte Krems und Stein ( zu Krembs und zu Stain )], Hermann dem Schaden , dem er befohlen hat, die Ansichten des Ausstellers den Empfängern zu übermitteln, Glauben zu schenken. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Leopold IV.|Herman Schad;leopold_iv|herman_schad;ja;Politik|Verwaltung;"Personenidentifikation unsicher: vermutlich Herman Schad (Regest nennt ""Hermann"")";StAK-UrkKr-0150
StAK-UrkKr-0151;1408 I 13;1408_01_13;nein;1408;Korneuburg|Wien;nein;1408 I 13, Korneuburg ( ze Korn Newnburg ) Die Herzöge Ernst und Leopold [IV.] von Österreich befehlen ( emphelhen ) [ Richter und Rat der Städte Krems und Stein ( ze Krembs und ze Stain )], zwei Ratsmitglieder mit dem Stadtsiegel ( ewr Stet Insigeln ) unverzüglich ( bey tag und nacht an alles verczieh[e]n ) zu ihm nach Wien ( Wienn ) zu schicken, um den Friedensvertrag ( Taiding ), der zwischen den Ausstellern zum Vorteil ( Nutz und fromen ) von Land und Untertanen ( leu?tt) geschlossen wurde, damit zu versiegeln. Siegler: die Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Ernst I.|Leopold IV.;ernst_i|leopold_iv;nein;Politik|Verwaltung;;StAK-UrkKr-0151
StAK-UrkKr-0152;1408 I 15;1408_01_15;nein;1408;Klosterneuburg;nein;1408 I 15, Klosterneuburg (Kloster-Newnburg) Herzog Ernst von Österreich erklärt ( lazzen ... wissen ) [ Richter, Rat und den Bürgern der Städte Krems und Stein ( zu Krems und Stain )], dass er sich mit seinem Bruder, Herzog Leopold [IV.] , verglichen hat ( bericht und u?berain worden ), und bezweifelt nicht, dass die Empfänger das gerne hören, weswegen er sich auch bedankt, dass die Städte sich in den Streitigkeiten ( Sachen ) enthalten haben. Weiters befiehlt ( begern ) er, die Stadtsiegel ( ewre Insigel ) unverzüglich nach Wien ( Wienn ) zu schicken, um den Friedensschluss ( berichtung ) gemeinsam mit anderen landesfürstlichen Städten zu bezeugen, wie der Aussteller und sein Bruder das schon am Vortag geschrieben haben. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Ernst I.|Leopold IV.;ernst_i|leopold_iv;nein;Politik;;StAK-UrkKr-0152
StAK-UrkKr-0153;1408 I 22;1408_01_22;nein;1408;Wien|Zöbing;nein;1408 I 22, Wien ( ze Wienn ) Herzog Leopold [IV.] von Österreich befiehlt ( emphelhen ... und wellen ) [ Richter und Rat der Städte Krems und Stein ( ze Krembs und Stain )], dem Zöbinger ( Cebinge?r ) mit der Autorität des Ausstellers anzuordnen ( schaffet und ... haltet ), Veit dem Pucher ( Veytlein dem Pu?cher ) das Judengericht ohne Verzug abzutreten und zu überantworten sowie sämtliche Renten und Gülten, die er vom Gericht eingenommen und empfangen hat, zurückzugeben ( widergebe und kere ), nachdem der Aussteller Pucher selbst schon aufgefordert hat, das Gericht nach Anordnung der Mandate ( brief ), die er vom Aussteller erhalten hat, zu übernehmen ( verweis[e]n ). Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Leopold IV.|Veit Pucher;leopold_iv|veit_pucher;nein;Rechtswesen|Religion|Verwaltung;;StAK-UrkKr-0153
StAK-UrkKr-0154;1408 II 10;1408_02_10;nein;1408;Göttweig|Wiener Neustadt;nein;1408 II 10, Wiener Neustadt ( zu der Newnstat ) Herzog Leopold [IV.] von Österreich befiehlt ( Emphelh[e]n ... und wellen ) [ Bürgermeister, Richter und Rat der Städte Krems und Stein ( zu Krembs und zu Stain )], Jobst Hofkirchner , dem er geschrieben hat, nicht mehr anzugreifen und das Kloster Göttweig ( zum Ko?twig ) abzutreten und zu räumen, was dieser auch schon längst getan hätte, wenn er sich über die Donau ( Tu?naw ) zurückziehen könnte, mit allen Soldaten ( Gesell[e]n und Dyener ) sicher und ohne Hindernisse über die Donau und durch die beiden Städte ziehen ( kom[men] und reyten ) zu lassen und ihnen keinen Schaden zuzufügen ( in u?bel nichtes zu schaf[fe]n habet ). Bei Nichtbeachtung der Anordnung und wenn die Durchziehenden in irgendeiner Weise behindert ( beswe?ret ) werden, handeln die Empfänger gegen die Gnade ( huld und gnad ) des Ausstellers. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Leopold IV.|Jobst Hofkirchner;leopold_iv|jobst_hofkirchner;nein;Politik|Rechtswesen|Stadt und Raum|Verwaltung;;StAK-UrkKr-0154
