id;Datum;Datum_unsicher;Name;personen_id;Beruf;Beruf_unsicher;Wirtschaftssektor;Buergen;buergen_id;Buergen_Berufe;Anmerkungen;Ort;orte_unsicher;Datum_Anmerkung;zuordnung_sicher;unsicherheit_anmerkung
BB-1166;1567-12-02;;Georg Parth;georg_parth;;;;;;;;;;;;
BB-1167;1567-12-02;;David Weber;david_weber;Nestler;;Leder & Pelz;;;;Erstmalig vorstellig am 28. Februar 1567.;;;;ja;
BB-1168;1567-12-02;;Lienhardt Riedlinger;lienhardt_ruedlinger;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1169;1567-12-02;;Gilg Artonan;aegidius_artonan;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1170;1567-12-02;;Steffan Grafenpeckh;stephan_grafenpeck;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1171;1567-12-02;;Benedict Hueber;benedikt_hueber;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1172;1567-12-02;;Wolff Mayr;wolf_mayr;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1173;1567-12-02;;Reichardt Kranz;reichardt_kranz;Kramer;;Handel;;;;;;;;ja;
BB-1174;1567-12-02;;Hannßen Raidl;hans_raidl;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1175;1567-12-02;;Davidt Neideckher;david_neidecker;;;;;;;;;;;;
BB-1176;1567-12-02;;Thoman Hienermair;thomas_hienermair;Schleiffer;;Metall & Waffen;;;;;;;;ja;
BB-1177;1567-12-02;;Petter Carl;peter_karl;Tischler, Bildhauer;;Holz, Bau & Stein;;;;;;;;ja;
BB-1178;1567-12-02;;Andre Parger;andreas_perger;;;;;;;;;;;;
BB-1179;1567-12-02;;Joachim Kranperger;joachim_kranperger;;;;;;;;;;;;
BB-1180;1567-12-02;;Hannß Reißnstain;hans_reisnstain;Drechsler;;Holz, Bau & Stein;;;;Erstmalig vorstellig am 23. September 1567.;;;;ja;"personen_id vereinheitlicht (vorher hans_reissnstain): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1154 (""Hannsz Reisnstain"", Ähnlichkeit 0.97) - dieselbe Person."
BB-1181;1567-12-02;;Hannß Teurkhauff;hans_teurkhauff;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1182;1567-12-02;;Herman Myedr;herman_myedr;Hutmacher;;Textil & Bekleidung;;;;;;;;ja;
BB-1183;1567-12-02;;Bärtl Trändtl;bartholomaeus_traendtl;;;;;;;;;;;;
BB-1184;1567-12-02;;Georg Stapf;georg_stopf;Hutmacher;;Textil & Bekleidung;;;;Erstmalig vorstellig am 20. Juni 1567.;;;;ja;"personen_id vereinheitlicht (vorher georg_stapf): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1147 (""Georg Stopf"", Ähnlichkeit 0.909) - dieselbe Person."
BB-1185;1567-12-02;;Georg Loibl;georg_loibl;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1186;1567-12-02;;Ambrosy Helbm;ambrosius_helbm;;;;;;;;;;;;
BB-1187;1567-12-02;;Merth Khernstockh;martin_kernstock;;;;;;;;;;;;
BB-1188;1567-12-02;;Gebhardt Hauser;gebhard_hauser;;;;;;;;;;;;
BB-1189;1567-12-02;;Hanns Turmer;hans_tuermer;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-1190;1567-12-02;;Mang Kennter;mang_kennter;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1191;1567-12-02;;Pettern Peidl;pettern_peidl;;;;;;;;;;;;
BB-1192;1567-12-02;;Christoffen Tauffkhircher;christoff_taufkircher;Schuster;;Leder & Pelz;;;;;;;;ja;
BB-1193;1567-12-12;;Pttern Ratgen;pttern_ratgen;Maurer;;Holz, Bau & Stein;;;;;;;;ja;
BB-1194;1567-12-19;;Rueprecht Starckh;ruprecht_stack;;;;;;;;;;;;
BB-1195;1567-12-24;;Melchior Hainzlman;melchior_hainzlman;Sporer;;Metall & Waffen;;;;Erstmalig vorstellig am 11. April 1567.;;;Heunt haben nachvolgunde burger zu Krembsz vor erwöllung der ratspersonen den aidt geschwon.;ja;
BB-1196;1567-12-24;;Andre Andres;andreas_andress;Schneider;;Textil & Bekleidung;;;;Erstmalig vorstellig am 29. August 1567.;;;;ja;"personen_id vereinheitlicht (vorher andreas_andres): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1152 (""Andre Andresz"", Ähnlichkeit 0.96) - dieselbe Person."
BB-1197;1567-12-24;;Elias Hertnstain;elias_hertnstain;Goldschmied;;Metall & Waffen;;;;Erstmalig vorstellig am 5. September 1567.;;;;ja;
BB-1198;1567-12-24;;Georg Richalbm;georg_richalbm;Kramer;;Handel;;;;;;;;ja;
BB-1199;1567-12-24;;Jacob Annsperger;jakob_annsperger;Fleischhacker;;Lebensmittelhandwerk;;;;Erstmalig vorstellig am 22. März 1566.;;;;ja;
BB-1200;1567-12-24;;Christoff Pernkhasst;christoph_pernkhasst;Goldschmied;;Metall & Waffen;;;;;;;;ja;
BB-1201;1567-12-24;;Ambrosy Pecherl;ambrosius_pecherl;Kotzenmacher;;Textil & Bekleidung;;;;Erstmalig vorstellig am 12. Juli 1566.;;;;ja;
BB-1202;1567-12-24;;Thoman Niderndorffer;thomas_niderndorffer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1203;1567-12-24;;Hanns Kegl;hans_kegl;;;;;;;;;;;;
BB-1204;1567-12-24;;Georg Fuetterer;georg_fuetterer;;;;;;;;;;;;
BB-1205;1567-12-24;;Hanns Halbmair;hans_halbmair;Kramer;;Handel;;;;;;;;ja;
BB-1206;1567-12-24;;Petter Hiebaldt;peter_hiebaldt;;;;;;;;;;;;
BB-1207;1567-12-24;;Batlme Lackhner;batlme_lackner;Wagner;;Holz, Bau & Stein;;;;;;;;ja;
BB-1208;1567-12-24;;Leonhardt Mayr;leonhard_mayr;;;;;;;Erstmalig vorstellig am 10. Mai 1566.;;;;;
BB-1209;1567-12-24;;Georg Preuer;georg_breuer;Lederer;;Leder & Pelz;;;;Erstmalig vorstellig am 19. April 1566.;;;;ja;
BB-1210;1567-12-24;;Thoman Thumung;thomas_thumung;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1211;1567-12-24;;Hanns Hornleben;hans_hornleben;Flaschner;;Metall & Waffen;;;;;;;;ja;
BB-1212;1567-12-24;;Wenzl Pfann;wenzel_pfann;Schmied;;Metall & Waffen;;;;;;;;ja;
BB-1213;1567-12-24;;Andre Stainnger;andreas_staininger;Fuhrmann;;Transport & Wasserwesen;;;;;;;;ja;
BB-1214;1567-12-24;;Achazier Rauch;zacharias_rauch;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-1215;1567-12-24;;Steffan Hanglmair;stephan_hanglmair;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1216;1568-01-02;;Wolff Perckhamer;wolf_puerckhamer;Tuchmacher;;Textil & Bekleidung;Steffan Garhaimer.;stephan_garhaimer;;;;;;ja;
BB-1217;1568-02-20;;Marx Kobaindl;markus_kobaindl;Hutmacher;;Textil & Bekleidung;Seiz Messerer, Georg Gmainrach (Hutmacher).;seiz_messerer|georg_gmainrach;|Hutmacher;;;;;ja;
BB-1218;1568-02-27;;Veit Reichl;veit_reichl;Badergeselle;;Gesundheit;;;;;;;;ja;
BB-1219;1568-03-15;;Steffan Krenauer;stephan_krenauer;Seiler;;Transport & Wasserwesen;;;;;;;;ja;
BB-1220;1568-03-23;;Hanns Jordan;hans_jordan;Färber;;Textil & Bekleidung;Ambrosy Zwetler.;ambrosius_zwetler;;;;;;ja;
BB-1221;1568-03-23;;Hanns Muelstetter;hans_muelstetter;;;;Wolff Kopferle (Schneider) (Bürger zu Krems), Walthauser Thallman (Schneider);wolf_kopferle|walthauser_talman;Schneider|Schneider;;;;;;
BB-1222;1568-05-08;;Steffan Khrenauer;stephan_krenauer;Seiler;;Transport & Wasserwesen;;;;Erstmalig vorstellig am 15. März 1568.;;;;ja;
BB-1223;1568-05-11;;Peter Rumpler;peter_rumpler;Barbier;;Gesundheit;;;;;;;;ja;
BB-1224;1568-06-22;;Thoman Liemain;thomas_liemain;;;;;;;;;;;;
BB-1225;1568-07-02;;Dionisy Grimer;dionisy_grimer;Zimmerknecht;;Holz, Bau & Stein;;;;;;;;ja;
BB-1226;1568-07-27;;Pauln Diendorffer;paul_diendorffer;;;;;;;;;;;;
BB-1227;1568-08-06;;Merth Khneissl;martin_kneissl;;;;;;;;;;;;
BB-1228;1568-08-09;;Christoffen Puechner;christoph_puechner;Schwarzfärber;;Textil & Bekleidung;;;;;;;;ja;
BB-1229;1568-08-12;;Petern Rumpler;peter_rumpler;Barbier;;Gesundheit;;;;Erstmalig vorstellig am 11. Mai 1568.;;;;ja;
BB-1230;1568-08-18;;Steffan Rarhofer;stephan_rarhofer;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-1231;1568-08-20;;Wolfn Horandtn;wolf_horandtn;;;;;;;;;;;;
BB-1232;1568-08-20;;Melcharten Khneiszl;martin_kneissl;;;;;;;Erstmalig vorstellig am 6. August 1568 unter Merth Khneissl;;;;;
BB-1233;1568-08-27;;Wolffn Prandstetter;wolf_pranntstetter;;;;;;;;;;;;
BB-1234;1568-09-14;;Sigmund Abstetter;sigmund_abstetter;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-1235;1568-09-20;;Thoman Diez;thomas_diez;Schneider;;Textil & Bekleidung;Walthauser Talman (Schneider), Wolff Khepferl (Schneider).;walthauser_talman|wolf_kopferle;Schneider|Schneider;;;;;ja;
BB-1236;1568-09-24;;Hannsz Weber;hans_weber;Schneider;;Textil & Bekleidung;Ambrosy Riß (Schmied), Sebastian Mannhofer (Schuster).;ambrosius_riss|sebastian_mannhofer;Schmied|Schuster;;;;;ja;
BB-1237;1568-09-25;;Veit Reichel;veit_reichl;Bader;;Gesundheit;Peter Rat (Bürger zu Krems), Georg Zindler (Riemer) (Bürger zu Krems).;peter_rat|georg_zindler;|Riemer;;;;;ja;
BB-1238;1568-11-05;;Hanns Khleblath;hans_kleblath;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-1239;1568-11-05;;Mert Friesz;martin_friess;Wagner;;Holz, Bau & Stein;;;;Erstmalig vorstellig am 3. Juni 1567.;;;;ja;
BB-1240;1568-11-09;;Peter Widnerstorffer;peter_widnerstorffer;;;;;;;;;;;;
BB-1241;1568-11-12;;Wolffen Forster;wolf_vorster;;;;;;;;;;;;
BB-1242;1568-11-12;;Christoffen Puechner;christoph_puechner;;;;;;;Erstmalig vorstellig am 9. August 1568.;;;burgermaister, richter und rath beeder stet biß auf den aidt angelubdt. Darauf ime dann der begert abschiedt bewilligt.;;
BB-1243;1568-11-12;;Peter Widmerstorffer;peter_widnerstorffer;;;;;;;Erstmalig vorstellig am 9. November 1568.;;;;;"personen_id vereinheitlicht (vorher peter_widmerstorffer): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1240 (""Peter Widnerstorffer"", Ähnlichkeit 0.95) - dieselbe Person."
BB-1244;1568-12-03;;Jacob Haugain;jakob_haugain;;;;;;;Lediger gsell.;;;;;
BB-1245;1568-12-10;;Wolff Behamb;wolf_behaimb;;;;;;;Abschiedt und kundschafft brieff furbracht, so verlesen worden. Hat an heint dato;;;;;
BB-1246;1568-12-10;;Benedict Springer;benedikt_springer;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-1247;1568-12-11;;Steffan Rarhofer;stephan_rarhofer;Schneider;;Textil & Bekleidung;Colman Lisst.;kolman_lisst;;Erstmalig vorstellig am 18. August 1568.;;;;ja;
BB-1248;1568-12-11;;Hannsz Thier;hans_thier;Zinngießer;;Metall & Waffen;Veit Ratsch.;veit_ratsch;;;;;;ja;
BB-1249;1568-12-11;;Hannsz Stainer;hans_stainer;;;;;;;;;;;;
BB-1250;1568-12-14;;Wolff Rettenbacher;wolf_rettenbacher;;;;Paul Wurmb, Erhardt Feringer.;paul_wurmb|erhard_feringer;;;;;;;
BB-1251;1568-12-17;;Wolff Christoffen;wolf_christoffen;Haubenmacher;ja;Textil & Bekleidung;;;;;;;Hernachbenente personen haben vor der erwöllung den burger aidt gethon.;ja;"Berufsbezeichnung ""Haubenmacher"" im Quellentext schwer leserlich bzw. Schreibweise/Lesart unsicher."
BB-1252;1568-12-17;;Mert Ortner;martin_ortner;;;;;;;;;;;;
BB-1253;1568-12-17;;Anndre Diendorffer;andreas_diendorffer;;;;;;;;;;;;
BB-1254;1568-12-17;;Sebastian Rath;sebastian_rath;;;;;;;;;;;;
BB-1255;1568-12-17;;Wolff Christoff;wolf_christoffen;Haubenmacher;ja;Textil & Bekleidung;;;;Erstmalig vorstellig am 17. Dezember 1568.;;;;ja;"Berufsbezeichnung ""Haubenmacher"" im Quellentext schwer leserlich bzw. Schreibweise/Lesart unsicher. | personen_id vereinheitlicht (vorher wolf_christoff): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1251 (""Wolff Christoffen"", Ähnlichkeit 0.938) - dieselbe Person."
BB-1256;1568-12-17;;Marx Popper;markus_popper;;;;;;;;;;;;
BB-1257;1568-12-17;;Walthauser Lederer;balthasar_lederer;Fischer;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1258;1568-12-17;;Wolff Behamb;wolf_behaimb;Hauer;;Landwirtschaft & Weinbau;;;;Erstmalig vorstellig am 10. Dezember 1568.;;;;ja;
BB-1259;1568-12-17;;Anndre Stern;andreas_stern;;;;;;;;;;;;
BB-1260;1568-12-17;;Benedict Springer;benedikt_springer;Binder;;Holz, Bau & Stein;;;;Erstmalig vorstellig am 10. Dezember 1568.;;;;ja;
BB-1261;1568-12-17;;Bartlme Behamb;bartholomaeus_behaimb;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1262;1568-12-17;;Adam Perger;adam_perger;Fischer;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1263;1568-12-17;;Steffan Rarhofer;stephan_rarhofer;Schneider;;Textil & Bekleidung;;;;Erstmalig vorstellig am 18. August 1568.;;;;ja;
BB-1264;1568-12-17;;Philip Frodich;philip_frodich;Goldschmied;;Metall & Waffen;;;;;;;;ja;
BB-1265;1568-12-17;;Georg Flezer;georg_flezer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1266;1568-12-17;;Veit Reichel;veit_reichl;Bader;;Gesundheit;;;;Erstmalig vorstellig am 25. Dezember 1568.;;;;ja;"Das Datum in ""Erstmalig vorstellig am..."" liegt nach dem Haupt-Registrierungsdatum. In der ursprünglichen Diplomarbeit stehen die Fußnoten mit diesen Angaben gesammelt HINTER der gesamten Personenliste einer Seite, nicht direkt bei der jeweiligen Person - bei der Digitalisierung ist die Fußnote-zu-Person-Zuordnung an dieser Stelle vermutlich verrutscht. Sollte gegen die Originalquelle (Fußnotennummern) neu abgeglichen werden."
BB-1267;1568-12-17;;Christoff Zwickher;christoph_zwicker;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1268;1568-12-17;;Mathias Resch;matthias_resch;Doktor;;Gesundheit;;;;;;;;ja;
BB-1269;1568-12-17;;Peter Widmerstorffer;peter_widnerstorffer;;;;;;;Erstmalig vorstellig am 9. November 1568 und am 12. November 1568.;;;;;"personen_id vereinheitlicht (vorher peter_widmerstorffer): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1240 (""Peter Widnerstorffer"", Ähnlichkeit 0.95) - dieselbe Person."
BB-1270;1568-12-17;;Hanns Jordan;hans_jordan;Färber;;Textil & Bekleidung;;;;Erstmalig vorstellig am 23. März 1568.;;;;ja;
BB-1271;1568-12-17;;Wolff Förster;wolf_foerster;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-1272;1568-12-17;;Hanns Weber;hans_weber;Schneider;;Textil & Bekleidung;;;;Erstmalig vorstellig am 24. September 1568.;;;;ja;
BB-1273;1568-12-17;;Thoman Part;thomas_part;;;;;;;;;;;;
BB-1274;1568-12-17;;Steffan Khrenauer;stephan_krenauer;Seiler;;Transport & Wasserwesen;;;;Erstmalig vorstellig am 8. Mai 1568.;;;;ja;
BB-1275;1568-12-17;;Peter Lanng;peter_lanng;Schuster;;Leder & Pelz;;;;;;;;ja;
BB-1276;1568-12-17;;Achazi Rauch;achazi_rauch;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-1277;1568-12-17;;Wolff Palt;wolf_palt;;;;;;;;;;;;
BB-1278;1568-12-17;;Marx Erlmülner;markus_erlmuelner;;;;;;;;;;;;
BB-1279;1568-12-17;;Gilg Leitgeb;aegidius_leitgeb;;;;;;;;;;;;
BB-1280;1568-12-17;;Wolff Neumayr;wolf_neumair;;;;;;;;;;;;
BB-1281;1568-12-17;;Thoman Diez;thomas_diez;Schneider;;Textil & Bekleidung;;;;Erstmalig vorstellig am 20. September 1568.;;;;ja;
BB-1282;1568-12-17;;Georg Wiollandt;georg_wiollandt;;;;;;;;;;;;
BB-1283;1568-12-17;;Marx Lonoim;markus_lonoim;Hutmacher;;Textil & Bekleidung;;;;;;;;ja;
BB-1284;1568-12-17;;Wolff Rettenpacher;wolf_rettenbacher;Haubenschmidt;;Metall & Waffen;;;;Erstmalig vorstellig am 14. Dezember 1568.;;;;ja;"personen_id vereinheitlicht (vorher wolf_rettenpacher): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1250 (""Wolff Rettenbacher"", Ähnlichkeit 0.944) - dieselbe Person."
BB-1285;1568-12-17;;Christoff Anngerer;christoph_anngerer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1286;1568-12-17;;Wolff Miendl;wolf_miendl;;;;;;;;;;;;
BB-1287;1568-12-17;;Leopoldten Jungkhman;leopold_jungkhman;;;;;;;;;;;;
BB-1288;1568-12-17;;Bernhardt Spizer;bernhard_spizer;Salzleger;;Handel;;;;;;;;ja;
BB-1289;1568-12-17;;Hannß Schachner;hans_schachner;Lebzelter;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1290;1568-12-17;;Christoff Thauffkhircher;christoph_taufkhircher;Schuster;;Leder & Pelz;;;;;;;;ja;
BB-1291;1568-12-17;;Ulrich Preu;ulrich_preu;Beutler;;Leder & Pelz;;;;;;;;ja;
BB-1292;1568-12-17;;Hannß Purckhl;hans_purckl;;;;;;;;;;;;
BB-1293;1568-12-17;;Niclas Ferber;niklas_ferber;Schuster;;Leder & Pelz;;;;;;;;ja;
BB-1294;1568-12-17;;Christoff Purchner;christoph_puechner;Färber;;Textil & Bekleidung;;;;Erstmalig vorstellig am 9. August 1568.;;;;ja;
BB-1295;1568-12-17;;Caspar Natterer;kaspar_natterer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1296;1568-12-17;;Sigmund Abstetter;sigmund_abstetter;Schneider;;Textil & Bekleidung;;;;Erstmalig vorstellig am 14. September 1568.;;;;ja;
BB-1297;1569-01-07;;Hannsz Voglgsang;hans_voglgsang;Bindergeselle;;Holz, Bau & Stein;;;;;;;;ja;
BB-1298;1569-02-25;;Lienhard Heiszpeckhen;lienhard_heisspeck;;;;;;;;;;;;
BB-1299;1569-05-09;;Wolff Prandsteter;wolf_prandsteter;;;;;;;;;;;;
BB-1300;1569-05-27;;Georg Oxlmair;georg_oxlmair;;;;Wilhalbm Pitterstorffer, Sebastian Rosch.;wilhalbm_pitterstorffer|sebastian_rosch;;;;;;;
BB-1301;1569-06-08;;Wolff Hofstetter;wolf_hoffstetter;;;;;;;;;;;;
BB-1302;1569-06-10;;Georg Wornndl;georg_wornndl;;;;;;;;;;;;
BB-1303;1569-06-17;;Eraszm Anwaiger;erasmus_anwaiger;Deckenmacher;;Textil & Bekleidung;;;;;;;;ja;
BB-1304;1569-07-15;;Anndre Prunner;andreas_brunner;;;;Wilhalbm Anngerpeckh (Bürger zu Krems).;wilhelm_angerpeck;;;;;;;
BB-1305;1569-07-19;;Hannsz Mosner;hans_mosner;Leineweber;;Textil & Bekleidung;Hannß Helbm.;hans_helbm;;;;;;ja;
BB-1306;1569-08-05;;Wilhalbm Smidhueber;wilhelm_smidhueber;;;;;;;;;;;;
BB-1307;1569-08-08;;Bärtlme Prieffer;bartholomaeus_prieffer;;;;Ulrich Wabmsperger (Bürger zu Stein).;ulrich_wabmsperger;;;;;;;
BB-1308;1569-08-26;;Hannsz Schneyr;hans_schneyr;;;;Benedict Preiß.;benedikt_preiss;;;;;;;
BB-1309;1569-12-22;;Thoman Schnotzinger;thomas_schnotzinger;;;;;;;;;;Hernachbenente burger haben den 22. Decembris anno im 69isten vor erwellung den aidt gethon.;;
BB-1310;1569-12-22;;Georg Ochslmair;georg_oxlmair;Tuchscherer;;Textil & Bekleidung;;;;Erstmalig vorstellig am 27. Mai 1569.;;;;ja;"personen_id vereinheitlicht (vorher georg_ochslmair): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1300 (""Georg Oxlmair"", Ähnlichkeit 0.857) - dieselbe Person."
BB-1311;1569-12-22;;Wilhalbm Schmidthueber;wilhelm_smidhueber;Zimmermann;;Holz, Bau & Stein;;;;Erstmalig vorstellig am 5. August 1569.;;;;ja;"personen_id vereinheitlicht (vorher wilhelm_schmidthueber): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1306 (""Wilhalbm Smidhueber"", Ähnlichkeit 0.927) - dieselbe Person."
BB-1312;1569-12-22;;Hanns Schneyer;hans_schneyr;Taschner;;Leder & Pelz;;;;Erstmalig vorstellig am 26. August 1569.;;;;ja;"personen_id vereinheitlicht (vorher hans_schneyer): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-1308 (""Hannsz Schneyr"", Ähnlichkeit 0.929) - dieselbe Person."
BB-1313;1569-12-22;;Georg Vischer;georg_fischer;Kupferschmied;;Metall & Waffen;;;;;;;;ja;
BB-1314;1569-12-22;;Michl Damb;michael_damb;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-1315;1569-12-22;;Sebastian Schertzer;sebastian_schertzer;;;;;;;;;;;;
BB-1316;1569-12-22;;Hanns Zirkhinger;hans_zirkhinger;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1317;1569-12-22;;Sigmundt Walch;sigmund_walch;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1318;1569-12-22;;Cristoff Hauer sonst Pger genannt;christoph_hauer;;;;;;;;;;;;
BB-1319;1569-12-22;;Cristoff Fragner;christoph_fragner;;;;;;;;;;;;
BB-1320;1569-12-22;;Merth Meyner;martin_meyner;Leitgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-1321;1569-12-22;;Leonhart Heys;leonhard_heys;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1322;1569-12-22;;Asmb Staininger;erasmus_staininger;Hauer;;Landwirtschaft & Weinbau;Ambrosi Winkhler.;ambrosi_winkhler;;;;;;ja;
BB-1323;1569-12-22;;Hanns Holzman;hans_holzman;;;;;;;;;;;;
BB-1324;1569-12-22;;Hanns Bambinsteur;hans_bambinsteur;;;;;;;;;;;;
BB-1325;1569-12-22;;Joseph Bab;joseph_bab;Sporer;;Metall & Waffen;;;;;;;;ja;
BB-1326;1569-12-22;;Georg Werndl;georg_werndl;;;;;;;;;;;;
BB-1327;1569-12-22;;Hanns Modl;hans_modl;Schmied;;Metall & Waffen;;;;;;;;ja;
BB-1328;1569-12-22;;Christoff Weiss;christoph_weiss;;;;;;;;;;;;
BB-1329;1569-12-22;;Bartlme Derll;bartholomaeus_derll;;;;;;;;;;;;
BB-1330;1569-12-22;;Cristoff Winckhler;christoph_winckler;;;;;;;;;;;;
BB-1331;1569-12-22;;Michl Ruedlsperger;michael_ruedlsperger;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1332;1569-12-22;;Mathesz Herman;matthias_herman;Schlosser;;Metall & Waffen;;;;;;;;ja;
BB-1333;1569-12-22;;Valtin Bockh;valentin_bock;Sporer;;Metall & Waffen;;;;;;;;ja;
BB-1334;1569-12-22;;Peter Danckhler;peter_danckler;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-1335;1569-12-22;;Gilg Sumer;aegidius_sumer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1336;1569-12-22;;Abraham Kostlach;abraham_kostlach;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1337;1569-12-22;;Blasi Doll;blasius_doll;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1338;1569-12-22;;Balthauser Khretschmair;balthasar_kretschmair;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-1339;1569-12-22;;Wolff Schmid;wolf_schmid;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1340;1569-12-22;;Mert Frueeisen;martin_frueeisen;Wagner;;Holz, Bau & Stein;;;;;;;;ja;
BB-1341;1569-12-22;;Peter Painstadl;peter_painstadl;Färber;;Textil & Bekleidung;;;;;;;;ja;
BB-1342;1569-12-22;;Erasmus Anweiger;erasmus_anwaiger;Deckenmacher;;Textil & Bekleidung;;;;Erstmalig vorstellig am 17. Juni 1569.;;;;ja;
BB-1343;1569-12-22;;Georg Droll;georg_doll;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1344;1569-12-22;;Hanns Eschebeckh;hans_eschebeck;;;;;;;;;;;;
BB-1345;1569-12-22;;Leopolt Schartner;leopold_schartner;Koch;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1346;1569-12-22;;Christoff Khütt;christoph_kuett;Weißgerber;;Leder & Pelz;;;;;;;;ja;
BB-1347;1569-12-22;;Wolff Breuer;wolf_breuer;Kupferschmied;;Metall & Waffen;;;;;;;;ja;
BB-1348;1569-12-22;;Veidt Fuxeder;veit_fuxeder;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1349;1569-12-22;;Wolff Ernreich;wolf_ernreich;;;;;;;;;;;;
BB-1350;1569-12-22;;Sebastian Maierhofer;sebastian_maierhofer;;;;;;;;;;;;
BB-1351;1569-12-22;;Michl Veigell;michael_veigell;;;;;;;;;;;;
BB-1352;1569-12-22;;Leonhart Reichamer;leonhard_reichamer;;;;;;;;;;;;
BB-1353;1569-12-22;;Abraham Puechamer;abraham_puechamer;;;;;;;;;;;;
BB-1354;1569-12-22;;Mathes Spaudl;matthaeus_spaudl;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-1355;1569-12-22;;Jeronimus Willtberger;hieronimus_willtberger;;;;;;;;;;;;
BB-1356;1571-01-12;;Matheuß Khagerer;matthaeus_kagerer;;;;Ambrosin Riß, Paul Wurmb.;ambrosin_riss|paul_wurmb;;;;;;;
BB-1357;1571-01-12;;Caspar Oßwalt;kaspar_osswalt;Schlosser;;Metall & Waffen;;;;;;;;ja;
BB-1358;1571-02-08;;Fridrich Ostahueber;friedrich_ostahueber;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-1359;1571-03-02;;Cristof Tallinger;christoph_tallinger;;;;;;;;;;;;
BB-1360;1571-03-10;;Caspar Sandrer;kaspar_sandrer;Nagelschmied;;Metall & Waffen;;;;;;;;ja;
BB-1361;1571-03-10;;Lorentzen Portenhauser;lorenz_portenhauser;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-1362;1571-03-30;;Thoman Gumpoltzhamer;thomas_gumpoltzhamer;;;;Thoman Oßwolt (Riemer) (Bürger zu Krems), Voltin Schwesinger (Riemer) (Bürger zu Krems).;thomas_osswolt|voltin_schwesinger;Riemer|Riemer;;;;;;
BB-1363;1571-04-20;;Hannßen Hirschlach;hannssen_hirschlach;Panzermacher;;Metall & Waffen;;;;;;;;ja;
