id;Datum;Datum_unsicher;Name;personen_id;Beruf;Beruf_unsicher;Wirtschaftssektor;Buergen;buergen_id;Buergen_Berufe;Anmerkungen;Ort;orte_unsicher;Datum_Anmerkung;zuordnung_sicher;unsicherheit_anmerkung
BB-0001;1535-02-12;;Leonhart Hartman;leonhard_hartman;;;;;;;;;;Freitag vor Invocavit anno 1535 [1. Fastensonntag];;
BB-0002;1535-02-12;;Erasmus Sanntinger;erasmus_sanntinger;;;;;;;;;;;;
BB-0003;1535-03-12;;Hanns Braun;hans_braun;;;;;;;;;;Freitag vor Judica [5. Fastensonntag];;
BB-0004;1535-03-12;;Hanns Hartmann;hans_hartman;;;;;;;;;;;;
BB-0005;1535-04-30;;Brix Peninger;brix_peninger;;;;;;;;;;Freitag vor Philippi und Jacobi [Apostel Philippus und Jakobus, 3. Mai];;
BB-0006;1535-04-30;;Hanns Feuerer;hans_feuerer;;;;;;;;;;;;
BB-0007;1535-05-14;;Burckhart Zeissler;burckhart_zeissler;;;;;;;;;;Freitag vor Penthecostis [Pfingstsonntag];;
BB-0008;1535-05-28;;Hanns Urban;hans_urban;;;;;;;;;;Freitag post corporis Christi [Fronleichnam];;
BB-0009;1535-05-28;;Daniel Ernst Menszer;daniel_ernst_mensser;;;;;;;;;;;;
BB-0010;1535-06-01;;Erasm Hanifstingl;erasmus_hanifstingl;;;;;;;;;;;;
BB-0011;1535-06-11;;Lorenz Khuttner;lorenz_kuttner;;;;;;;;;;;;
BB-0012;1535-09-10;;Georg Ruttmair;georg_ruttmair;Kupferschmied;;Metall & Waffen;;;;;;;;ja;
BB-0013;1535-11-12;;Leonhart Podl;leonhard_podl;;;;;;;;;;Freitag nach Martmi [Martinstag, 11. November];;
BB-0014;1535-11-12;;Steffan Friedorffer;stephan_friedorffer;;;;;;;;;;;;
BB-0015;1536-04-28;;Hanns Bruckhmair;hans_bruckmair;Kupferschmied;;Metall & Waffen;;;;;;; Freitag den Misericordt dni [Miserikordias Domini, 2. Sonntag nach Ostern [Miserikordias kann auf keinen Freitag fallen. 28. April 1538 ist der Freitag vor];ja;
BB-0016;1536-06-16;;Philip Hinderholzer;phillip_hinderholzer;;;;;;;;;;Freitag nach corporis christi [Fronleichnam];;
BB-0017;1536-06-30;;Wolffganng Wazl;wolfgang_wazl;;;;;;;;;;Freitag nach Petri unnd Pauli [Apostel Petrus und Paulus, 29. Juni];;
BB-0018;1536-07-07;;Anndre Schmal;andreas_schmal;Kramer;;Handel;;;;;;;Freitag nach Udalrici [Ulrich von Augsburg, 4. Juli];ja;
BB-0019;1536-07-14;ja;Oswold Auer;oswald_auer;Fischer;;Lebensmittelhandwerk;;;;;;;Freitag nach Margarethe [Margareta von Antiochia, 13. oder 20. Juli];ja;
BB-0020;1536-09-15;;Leonhart Wurzer;leonhard_wurzer;Tischler;;Holz, Bau & Stein;;;;;;;Freitag nach Crucis [Kreuzerhöhung, 14. September];ja;
BB-0021;1536-09-15;;Hanns Horinger;hans_horinger;Schneider;;Textil & Bekleidung;;;;;;;Freitag nach Crucis [Kreuzerhöhung, 14. September];ja;
BB-0022;1536-09-23;;Leopold Khundtner;leopold_kundtner;;;;;;;;;;;;
BB-0023;1536-11-10;;Hanns Schwab;hans_schwab;;;;;;;;;; Freitag vor Martini [Martinstag, 11. November];;
BB-0024;1537-03-02;;Wolffganng Peuerbeckh;wolfgang_peuerbeck;;;;;;;;;;Freitag nach Reminiscere [2. Fastensonntag];;
BB-0025;1537-04-27;;Pangraz Hugendorffer;pangraz_hugendorffer;;;;;;;;;;Freitag nach Georgy [Georgstag, 23. April];;
BB-0026;1537-05-04;;Hanns Mezkher;hans_mezker;Riemer;;Leder & Pelz;;;;;;;Freitag nach Philipi und Jacobi [Apostel Philippus und Jakobus, 3. Mai];ja;
BB-0027;1537-05-11;;Hainrich Hofler;heinrich_hofler;;;;;;;;;;Freitag nach Ascensionis [Christi Himmelfahrt];;
BB-0028;1537-05-11;;Gilg Reifner;aegidius_reifner;;;;;;;;;;Freitag nach Ascensionis [Christi Himmelfahrt];;
BB-0029;1537-12-21;;Hanneran Stenngl;hanneran_stenngl;;;;;;;;;;Freitag vor Weichnachten;;
BB-0030;1537-12-21;;Hanns Schaz;hans_schaz;Schiffmann;;Transport & Wasserwesen;;;;;;;Freitag vor Weichnachten;ja;
BB-0031;1538-02-20;;Mathias List;matthias_list;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-0032;1538-02-20;;Hanns Mair;hans_mayr;;;;;;;;;;;;
BB-0033;1538-03-08;;Leopoldt Kaslach;leopold_kaslach;Bäcker;;Lebensmittelhandwerk;;;;;;;Freitag vor Invocavit [1. Fastensonntag];ja;
BB-0034;1538-03-22;;Merth Vischer;martin_fischer;;;;;;;;;;Freitag nach Reminiscere [2. Fastensonntag];;
BB-0035;1538-05-24;;Wolff Steiger;wolf_steiger;Binder;;Holz, Bau & Stein;;;;;;;Freitag nach Cantate [Kantate, 4. Sonntag nach Ostern];ja;
BB-0036;1538-07-02;;Bartlme Reschenstainer;bartholomaeus_reschenstainer;;;;;;;;;;;;
BB-0037;1538-07-02;;Veit Pürckhamer;veit_puerckhamer;;;;;;;;;;;;
BB-0038;1538-08-02;;Thoman Stainprecher;thomas_stainprecher;;;;;;;;;;;;
BB-0039;1538-09-18;;Hanns Mayr;hans_mayr;;;;;;;Erstmalig vorstellig am 20. Februar 1538.;;;;;
BB-0040;1538-11-08;;Wolffganng Ronner;wolfgang_renner;;;;;;;;;;;;
BB-0041;1538-11-08;;Urban Luckhner;urban_lackner;;;;;;;;;;;;
BB-0042;1538-11-15;;Wilhalm Walch;wilhalm_walch;;;;;;;;;;Freitag Leopoldi [Leopold III, 15. November];;
BB-0043;1538-11-15;;Lorenz Schuester;lorenz_schuester;;;;;;;;;;;;
BB-0044;1538-11-15;;Hanns Sparer;hans_sparer;;;;;;;;;;;;
BB-0045;1538-11-15;;Ambrosy Schneider;ambrosius_schneider;;;;;;;;;;;;
BB-0046;1538-11-15;;Hanns Hauer;hans_hauer;;;;;;;;;;;;
BB-0047;1539-01-31;;Wolff Enzenkhircher;wolf_enzenkhircher;;;;;;;;;;;;
BB-0048;1539-03-07;;Wolffgang Purckhauser;wolfgang_purckhauser;;;;;;;;;;Freitag nach Reminiscere;;
BB-0049;1539-05-23;;Wolffganng Stegraiff;wolfgang_stegraiff;;;;;;;;;;Freitag vor Phingsten;;
BB-0050;1539-05-23;;Chunz Kastel;chunz_kastel;;;;;;;;;;Freitag vor Phingsten;;
BB-0051;1539-08-22;;Hanns Sininger;hans_sininger;Kramer;;Handel;;;;;;;Freitag vor Johannis Baptiste;ja;
BB-0052;1539-07-11;;Christoff Khirschinger;christoph_kirschinger;Seiler;;Transport & Wasserwesen;;;;;;;;ja;
BB-0053;1539-07-11;;Lorenz Perkhstainer;lorenz_perkstainer;;;;;;;;;;;;
BB-0054;1539-07-18;;Conrad Jungkher;konrad_junker;;;;;;;;;;;;
BB-0055;1539-07-25;;Michel Rorer;michael_rorer;Goldschmied;;Metall & Waffen;;;;;;;Freitags Jacobi [Jakobustag, 25. Juli];ja;
BB-0056;1539-09-12;;Thoman Seidenpusch;thomas_seidenpusch;Tischler;;Holz, Bau & Stein;;;;;;;;ja;
BB-0057;1539-09-26;;Hanns Vizdom;hans_vizdom;;;;;;;;;;Freitags vor Michaelis [Michaelistag, 29. September];;
BB-0058;1539-09-26;;Sigmund Gschell;sigmund_gschell;;;;;;;;;;Freitags vor Michaelis [Michaelistag, 29. September];;
BB-0059;1539-11-07;;Wolffganngl Raidl;wolfgang_raidl;Messerschmied;;Metall & Waffen;;;;;;;Freitags vor Martini [Martinstag, 11. November];ja;
BB-0060;1539-11-07;;Steffan Schmidmger;stephan_schmidmger;Messerschmied;;Metall & Waffen;;;;;;;Freitags vor Martini [Martinstag, 11. November];ja;
BB-0061;1539-11-07;;Hanns Enzesperger;hans_enzesperger;;;;;;;;;;Freitags vor Martini [Martinstag, 11. November];;
BB-0062;1539-11-28;;Michel Pruckhner;michael_pruckner;;;;;;;;;;Freitags nach Katharine [Katharinentag, 25. November];;
BB-0063;1539-12-05;;Simon Messenpeckh;simon_messenpeck;;;;;;;;;;Freitags vor Nicolai [Nikolaus, 6. Dezember];;
BB-0064;1539-12-05;;Wolffganng Khindperger;wolfgang_kindperger;;;;;;;;;;Freitags vor Nicolai [Nikolaus, 6. Dezember];;
BB-0065;1539-12-12;;Leonhart Khruzperger;leonhard_kruzperger;;;;;;;;;;Freitag vor Lucie [Luciafest, 13. Dezember];;
BB-0066;1540-03-19;;Simon Pachner;simon_pachner;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0067;1540-04-16;;Hainrich Sibolt;heinrich_sibolt;;;;;;;;;;Freitag nach Misericor. dni [Miserikordias Domini, 2. Sonntag nach Ostern];;
BB-0068;1540-04-30;;Mert Freitag;martin_freitag;;;;;;;;;;;;
BB-0069;1540-08-17;;Georg Mapl;georg_mapl;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0070;1540-08-20;;Christoff Zaichinger;christoph_zaichinger;;;;;;;;;;;;
BB-0071;1540-09-03;;Hanns Schwentl;hans_schwentl;Glaser;;Holz, Bau & Stein;;;;;;;;ja;
BB-0072;1540-09-10;;Hanns Timerl;hans_timerl;;;;;;;;;;Freitags nach Nativitatis Marie [Mariä Geburt 8. September];;
BB-0073;1540-11-20;;Leopold Mucharl;leopold_mucharl;;;;;;;;;;;;
BB-0074;1540-11-26;;Silvester Achstern;silvester_achstern;Tischler;;Holz, Bau & Stein;;;;;;;Freitag nach Catharine [Katharinentag 25. November];ja;
BB-0075;1541-01-14;;Sigmund Gluckh;sigmund_gluck;;;;Hannß Gmundner;hans_gmundner;;;;;;;
BB-0076;1541-01-25;;Hanns Wagner;hans_wagner;;;;;;;;;;;;
BB-0077;1541-01-25;;Thoman Prechtl;thomas_prechtl;;;;;;;;;;;;
BB-0078;1541-07-08;;Peter Hutner;peter_hutner;;;;;;;;;;;;
BB-0079;1541-08-05;;Valentin Sixtl;valentin_sixtl;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0080;1541-08-19;;Leonhart Tennscherz;leonhard_tenscherz;;;;;;;;;;;;
BB-0081;1541-09-16;;Hanns Grueber;hans_grueber;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0082;1541-10-07;;Sigmund Mair;sigmund_mayr;Sporer;;Metall & Waffen;;;;;;;;ja;
BB-0083;1541-12-02;;Michel Hoffpaur;michael_hoffpauer;;;;;;;;;;;;
BB-0084;1542-03-03;;Peter Kell;peter_kell;;;;;;;;;;Freitag vor Reminiscere [2. Fastensonntag];;
BB-0085;1542-03-03;;Steffan Grueber;stephan_grueber;;;;;;;;;;;;
BB-0086;1542-03-03;;Anndre Mullner;andreas_muellner;Goldschmied;;Metall & Waffen;;;;;;;;ja;
BB-0087;1542-03-03;;Chunz Munckher;chunz_muncker;Zirkelschmied;;Metall & Waffen;;;;;;;;ja;
BB-0088;1542-03-03;;Paul Spranger;paul_spranger;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0089;1542-03-03;;Ambrosy Druml;ambrosius_druml;;;;;;;;;;;;
BB-0090;1542-03-03;;Alexius Frölich;alexius_froelich;;;;;;;;;;;;
BB-0091;1542-03-03;;Hanns Galauner;hans_galauner;;;;;;;;;;;;
BB-0092;1542-04-21;;Hanns Kreel;hans_kreel;Hofmeister;;Verwaltung, Recht & Bildung;;;;;;; Freitags vor Georgy [Georgstag, 23. April];ja;
BB-0093;1542-04-21;;Lorenz Freindienst;lorenz_freindienst;Lederer;;Leder & Pelz;;;;;;; Freitags vor Georgy [Georgstag, 23. April];ja;
BB-0094;1542-06-02;;Thoman Widmer;thomas_widmer;Koch;;Lebensmittelhandwerk;;;;Ist noch nit angenumen.;;;;ja;
BB-0095;1542-08-04;;Anthoni Schmid;anton_schmid;Tischler;;Holz, Bau & Stein;;;;;;;;ja;
BB-0096;1542-08-25;;Steffan Stirlinger;stephan_stirlinger;Schlosser;;Metall & Waffen;;;;;;; Freitag nach Bartholomei [Bartholomäus, 24. August];ja;
BB-0097;1542-08-25;;Lucas Gothart;lucas_gothart;;;;;;;;;; Freitag nach Bartholomei [Bartholomäus, 24. August];;
BB-0098;1542-12-01;;Simon Grueber;simon_grueber;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0099;1542-12-01;;Hanns Harchinger;hans_harchinger;Zimmermann;;Holz, Bau & Stein;;;;;;;;ja;
BB-0100;1543-01-12;;Hanns Pernawer;hans_pernawer;;;;;;;;;;;;
BB-0101;1543-01-12;;Florian Khnap;florian_knap;;;;;;;;;;;;
BB-0102;1543-01-12;;Hanns Linzer;hans_linzer;;;;;;;;;;;;
BB-0103;1543-02-09;;Thoman Weinperger;thomas_weinperger;;;;Hannß Rat;hans_rat;;;;;;;
BB-0104;1543-02-09;;Ulrich Heisler;ulrich_heisler;;;;;;;;;;;;
BB-0105;1543-02-09;;Hanns Maier;hans_maier;;;;;;;;;;;;
BB-0106;1543-02-09;;Sigmund Widmer;sigmund_widmer;;;;;;;;;;;;
BB-0107;1543-02-09;;Peter Rot;peter_rot;;;;;;;;;;;;
BB-0108;1543-02-16;;Ulrich Eberwein;ulrich_eberwein;;;;;;;;;;Freitag vor Reminiscere [2. Fastensonntag];;
BB-0109;1543-02-16;;Hanns Prewer;hans_breuer;;;;;;;;;;;;
BB-0110;1543-02-23;;Hanns Behaim;hans_behaim;;;;;;;;;;;;
BB-0111;1543-02-23;;Philip Schwerzer;philip_schwerzer;;;;;;;;;;;;
BB-0112;1543-03-16;;Mert Merer;martin_merer;;;;;;;;;;Freitag nach Letare [Rosensonntag];;
BB-0113;1543-04-13;;Khilian Achleutner;kilian_achleutner;;;;;;;;;;;;
BB-0114;1543-04-13;;Simon Wasserburger;simon_wasserburger;Schreiner;;Holz, Bau & Stein;;;;;;;;ja;
BB-0115;1543-04-20;;Gilg Reisner;aegidius_reisner;;;;;;;;;;;;
BB-0116;1543-05-18;;Leonhart Gurtner;leonhard_guertner;;;;;;;;;;;;
BB-0117;1543-05-18;;Christoff Khropff;christoph_kropff;;;;;;;;;;;;
BB-0118;1543-05-25;;Georg Schepff;georg_schepff;;;;;;;;;;;;
BB-0119;1543-06-12;;Georg Heller;georg_heller;;;;Hannß Gmundner.;hans_gmundner;;Ain Abschied genumen am driten tag Septembris anno 1547.;;;;;
BB-0120;1543-08-03;;Wennzel Tuerwacher;wennzel_tuerwacher;;;;;;;;;;;;
BB-0121;1543-08-17;;Jacob Sackhel;jakob_sackel;;;;;;;;;;;;
BB-0122;1543-08-17;;Vez Marquart;vez_marquart;;;;;;;;;;;;
BB-0123;1543-08-17;;Wolffganng Praun;wolfgang_braun;;;;;;;;;;;;
BB-0124;1543-08-17;;Hanns Grienwald;hans_grienwald;;;;;;;;;;;;
BB-0125;1543-08-31;;Ulrich Feigel;ulrich_feigel;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0126;1543-09-28;;Leonhart Holderl;leonhard_holderl;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0127;1543-12-14;;Georg Sprennger;georg_sprennger;;;;;;;;;;Freitag vor Thome;;
BB-0128;1544-01-18;;Gilg Volger;aegidius_volger;Fischer;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0129;1544-01-18;;Wolffgang Achletter;wolfgang_achletter;;;;;;;;;;;;
BB-0130;1544-01-18;;Peter Müllner;peter_muellner;;;;;;;;;;;;
BB-0131;1544-02-01;;Cristoff Lauentaler;christoph_lauentaler;;;;;;;;;;;;
BB-0132;1544-02-07;;Leonhart Reisinger;leonhard_reisinger;;;;;;;;;;;;
BB-0133;1544-02-29;;Peter Khreninger;peter_kreninger;Hafner;;Holz, Bau & Stein;;;;;;;Freitag nach Cinerum;ja;
BB-0134;1544-03-18;;Wolffgang Rot;wolfgang_rot;Weißgerber;;Leder & Pelz;;;;;;;Eritag nach Oculi;ja;
BB-0135;1544-03-18;;Florian Ruckher;florian_rucker;;;;;;;;;;;;
BB-0136;1544-05-23;;Vincenz Mausser;vincenz_mausser;Schneider;;Textil & Bekleidung;;;;;;;Freitag nach Ascensionis;ja;
BB-0137;1544-05-23;;Conrad Nestler;conrad_nestler;;;;;;;;;;;;
BB-0138;1544-06-06;;Steffan Schreffl;stephan_schreffl;Klampferer;;Metall & Waffen;;;;;;;Freitag nach Phingsten;ja;
BB-0139;1544-06-06;;Chunz Grueber;chunz_grueber;;;;;;;;;;;;
BB-0140;1544-06-06;;Hanns Wasserbürger;hans_wasserburger;Zimmermann;;Holz, Bau & Stein;;;;;;;;ja;
BB-0141;1544-08-08;;Lazarus Puhler;lazarus_puhler;;;;;;;;;;;;
BB-0142;1544-08-08;;Gothart Thanner;gothart_thanner;;;;;;;;;;;;
BB-0143;1544-08-08;;Bartlme Pranthueber;bartholomaeus_pranthueber;;;;;;;;;;;;
BB-0144;1544-08-18;;Wolffgang Eckersperger;wolfgang_eckersperger;Hafner;;Holz, Bau & Stein;;;;;;;;ja;
BB-0145;1544-10-03;;Hanns Wasch;hans_walch;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0146;1544-10-17;;Sebastian Renner;sebastian_renner;;;;;;;;;;;;
BB-0147;1544-10-23;;Georg Walch sonst Keler;georg_walch_sonst_keler;;;;;;;;;;;;
BB-0148;1544-10-23;;Steffan Pranntner;stephan_pranntner_bb1544;Kürschner;;Leder & Pelz;;;;;;;;ja;"Möglicherweise identisch mit der Person ""stephan_pranntner"" aus urkunden_gesamt.xlsx (dort genannt 1548, 4 Jahre Abstand zu diesem Bürgerbuch-Eintrag): beide ""Bürger zu Krems"", kein Widerspruch in Beruf/Kontext feststellbar, aber auch kein eindeutiger Beleg (z.B. übereinstimmende Ehefrau) vorhanden. Nicht zusammengeführt."
BB-0149;1544-11-14;;Georg Walch;georg_walch;;;;;;;Erstmalig vorstellig am 23. Oktober 1544.;;;;;
BB-0150;1544-12-08;;Dietrich Scheber;dietrich_scheber;Seiler;;Transport & Wasserwesen;;;;;;;Freitag Conceptionis Marie ;ja;
BB-0151;1544-12-05;;Leopold Kochel;leopold_kochel;Seiler;;Transport & Wasserwesen;;;;;;;;ja;
BB-0152;1544-12-12;;Paul Zaunsteckh;paul_zaunsteck;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-0153;1544-12-12;;Hanns Hugkher;hans_hugkher;;;;;;;;;;;;
BB-0154;1544-12-19;;Jacob Roseler;jakob_roseler;Kürschner;;Leder & Pelz;;;;;;; Freitags vor Thome;ja;
BB-0155;1545-02-13;;Paul Wurm;paul_wurm;Messerschmied;;Metall & Waffen;;;;;;;;ja;
BB-0156;1545-02-18;;Peter Berthodi Sophoier;peter_berthodi_sophoier;;;;;;;;;; Freitag nach Cinerum;;
BB-0157;1545-04-10;;Jacob Niderholzer;jakob_niderholzer;Riemer;;Leder & Pelz;Hannß Holzinger, Philip Niderholzer, Ambrosy Druml.;hans_holzinger|philip_niderholzer|ambrosius_druml;;;;; Freitag nach Ostern;ja;
BB-0158;1545-05-05;;Pangraz Hueber;pangraz_hueber;;;;;;;;;;;;
BB-0159;1545-05-05;;Ulrich Winckhler;ulrich_winckler;;;;;;;;;;;;
BB-0160;1545-05-22;;Leonhart Rezer;leonhard_rezer;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0161;1545-06-05;;Florian Hoffmaister;florian_hoffmaister;;;;;;;;;;;;
BB-0162;1545-06-12;;Christoff Sling;christoph_sling;Maler;;Kunst, Musik & Unterhaltung;;;;;;;;ja;
BB-0163;1545-08-04;;Franz Helschuchmacher;franz_helschuchmacher;;;;;;;;;; Freitag nach Johis Baptiste;;
BB-0164;1545-07-03;;Georg Schmalzpauer;georg_schmalzpauer;Fischer;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0165;1545-08-14;;Wolffganng Khorn;wolfgang_korn;;;;;;;;;; Freitag vor Assumptionis ;;
BB-0166;1545-08-14;;Hanns Piernndorffer;hans_piernndorffer;;;;;;;;;;;;
BB-0167;1545-09-19;;Gilg Pauman;aegidius_pauman;;;;;;;;;;;;
BB-0168;1545-12-04;;Wolffganng Maser;wolfgang_maser;;;;;;;;;;;;
BB-0169;1546-02-05;;Georg Piber;georg_piber;Zirkelschmied;;Metall & Waffen;;;;;;;;ja;
BB-0170;1546-02-05;;Georg Staiger;georg_staiger;;;;;;;;;;;;
BB-0171;1546-02-19;;Hanns Awer;hans_auer;;;;;;;;;;;;
BB-0172;1546-03-12;;Hanns Widmair;hans_widmair;Barbier;;Gesundheit;;;;;;;;ja;
BB-0173;1546-03-26;;Wolffganng Khurzhalz;wolfgang_kurzhalz;;;;;;;;;;Freitag nach Reminiscere ;;
BB-0174;1546-03-26;;Leonhart Hochtarer;leonhard_hochtarer;;;;;;;;;;;;
BB-0175;1546-04-09;;Leonhart Schazl;leonhard_schazl;Schlosser;;Metall & Waffen;;;;;;;;ja;
BB-0176;1546-04-16;;Anndre Gunderstorffer;andreas_gunderstorffer;;;;;;;;;;;;
BB-0177;1546-04-16;;Hanns Awer;hans_auer;;;;;;;Erstmalig vorstellig am 19. Februar 1546.;;;;;
BB-0178;1546-05-28;;Caspar Walther;kaspar_walther;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0179;1546-06-11;;Wolffganng Linckh;wolfgang_linck;Barbier;;Gesundheit;;;;;;;;ja;
BB-0180;1546-06-11;;Caspar Messerschmidt;kaspar_messerschmidt;;;;;;;;;;;;
BB-0181;1546-08-20;;Wolffganng Kreuspeckh;wolfgang_kreuspeck;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-0182;1546-09-03;;Valtin Crafft;valentin_crafft;;;;;;;;;;;;
BB-0183;1546-09-10;;Fridrich Schleicher;friedrich_schleicher;Steinmetz;;Holz, Bau & Stein;;;;;;;;ja;
BB-0184;1546-09-10;;Christoff Prattinger;christoph_prattinger;Kürschner;;Leder & Pelz;;;;;;;;ja;
BB-0185;1546-09-24;;Ambrosy Channer;ambrosius_channer;;;;;;;;;;;;
BB-0186;1546-11-12;;Wolffganng Rauhenperger;wolfgang_rauhenperger;;;;;;;;;;;;
BB-0187;1546-11-12;;Wolffgang Judenpacher;wolfgang_judenpacher;;;;;;;;;;;;
BB-0188;1546-11-12;;Hanns Schneider;hans_schneider;;;;;;;Abschid genonueß 3 Sept: A. 47.;;;;;
BB-0189;1546-12-03;;Clement Kol;clement_knoll;;;;;;;;;;;;
BB-0190;1546-12-03;;Hanns Erl;hans_erl;;;;;;;;;;;;
BB-0191;1546-12-03;;Hanns Thalhouer;hans_thalhouer;;;;;;;;;;;;
BB-0192;1546-12-03;;Leopold Suesz;leopold_suess;Schlosser;;Metall & Waffen;;;;;;;;ja;
BB-0193;1546-12-03;;Wolff Kreuzpeckh;wolf_kreuspeck;Hufschmied;;Metall & Waffen;;;;;;;;ja;
BB-0194;1546-12-03;;Caspar Trauter;kaspar_trauter;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-0195;1546-12-03;;Anndre Hindermüllner;andreas_hindermuellner;;;;;;;;;;;;
BB-0196;1546-12-03;;Felix Hackhel;felix_hackel;Fuhrmann;;Transport & Wasserwesen;;;;;;;;ja;
BB-0197;1546-12-03;;Georg Ranfftlperger;georg_ranfftlperger;;;;;;;;;;;;
BB-0198;1546-12-03;;Niclas Schmid;niklas_schmid;;;;;;;;;;;;
BB-0199;1546-12-03;;Hanns Lindt;hans_lindt;Schmied;;Metall & Waffen;;;;;;;;ja;
BB-0200;1546-12-03;;Leonhart Hafner;leonhard_hafner;Bader;;Gesundheit;;;;;;;;ja;
BB-0201;1546-12-03;;Hanns Pargstainer;hans_pargstainer;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0202;1546-12-03;;Matheus Labismullner;matthaeus_labismullner;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0203;1546-12-03;;Peter Griessenstockh;peter_griessenstock;;;;;;;;;;;;
BB-0204;1546-12-03;;Christoff Harmer;christoph_harmer;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0205;1547-01-07;;Hanns Ackherl;hans_ackerl;;;;;;;;;;;;
BB-0206;1547-01-07;;Hanns Wildt;hans_wildt;;;;;;;;;;;;
BB-0207;1547-01-07;;Raidlin;raidlin;;;;;;;Abschid begert, unnd zugeben vergundt worden.;;;;;
BB-0208;1547-01-07;;Hätterl;haetterl;;;;;;;Abschid begert, unnd zugeben vergundt worden.;;;;;
BB-0209;1547-04-01;;Georg Greillenstainer;georg_greillenstainer;;;;;;;;;;;;
BB-0210;1547-04-01;;Hanns Gassner;hans_gassner;Drechsler;;Holz, Bau & Stein;;;;;;;;ja;
BB-0211;1547-04-22;;Wolffganng Grienauer;wolfgang_grienauer;;;;;;;;;;;;
BB-0212;1547-05-06;;Georg Guertner;georg_guertner;;;;;;;;;;;;
BB-0213;1547-05-20;;Hanns Phingstl;hans_phingstl;Wagner;;Holz, Bau & Stein;;;;;;;;ja;
BB-0214;1547-05-20;;Sigmund Peucbacher;sigmund_peucbacher;;;;;;;Ain abschid zugeben bewillign.;;;;;
BB-0215;1547-05-20;;Sibolt;sibolt;;;;;;;Sibolt begert ainen burgerlichen abschid.;;;;;
BB-0216;1547-05-20;;Leopold Griesser;leopold_griesser;;;;;;;;;;;;
BB-0217;1547-05-20;;Hanns Walster;hans_walster;;;;;;;;;;;;
BB-0218;1547-05-20;;Wennzl Saulickh;wenzl_saulick;Seiler;;Transport & Wasserwesen;;;;;;;;ja;
BB-0219;1547-05-20;;Steffan Sparnranfft;stephan_sparnranfft;;;;;;;;;;;;
BB-0220;1547-05-20;;Martin Geisler;martin_geisler;;;;;;;;;;;;
BB-0221;1547-05-20;;Macheus Perger;macheus_perger;Nadler;;Metall & Waffen;;;;;;;;ja;
BB-0222;1547-05-20;;Maximilian Pranntner;maximilian_pranntner;;;;;;;;;;;;
BB-0223;1547-05-20;;Michel Arnstorffer;michael_arnstorffer;Tischler;;Holz, Bau & Stein;;;;;;;;ja;
BB-0224;1547-05-20;;Petter Frannckh;peter_frannck;Stadtkoch;;Lebensmittelhandwerk;;;;;;;;ja;
BB-0225;1547-05-20;;Michel Kolderer;michael_kolderer;;;;;;;;;;;;
BB-0226;1547-05-20;;Veit Parfuesser;veit_parfuesser;;;;;;;;;;;;
BB-0227;1547-05-20;;Caspar Glennckh;kaspar_glennck;Messerschmied;;Metall & Waffen;;;;;;;;ja;
BB-0228;1547-05-20;;Niclas Frieauf;niklas_frieauf;Schuster;;Leder & Pelz;;;;;;;;ja;
BB-0229;1547-05-20;;Wolffganng Pernnauer;wolfgang_pernnauer;;;;;;;;;;;;
BB-0230;1547-05-20;;Sigmund Perschlhouer;sigmund_perschlhouer;;;;;;;;;;;;
BB-0231;1547-05-20;;Panngraz Müllner;pangraz_muellner;;;;;;;;;;;;
BB-0232;1547-05-20;;Valtin Crafft;valentin_crafft;;;;;;;Erstmalig vorstellig am 3. September 1546.;;;;;
BB-0233;1547-05-20;;Wolff Prunner;wolf_brunner;Glaser;;Holz, Bau & Stein;;;;;;;;ja;
BB-0234;1547-05-20;;Zimprecht Baier;zimprecht_baier;;;;;;;;;;;;
BB-0235;1547-05-20;;Jorg Nawein;georg_nawein;;;;;;;;;;;;
BB-0236;1547-05-20;;Caspar Segmullner;kaspar_segmullner;;;;;;;;;;;;
